video_id,content_type,emotional_manipulation,commercial_signals,child_role,privacy_concern,clickbait_level,emotional_score,commercial_binary,child_protagonist,privacy_score,clickbait_score
w6d_091IOG4,daily_vlog,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
8uYwejRtBuM,daily_vlog,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
lvGsS-YwKLY,daily_vlog,none,none,unclear,low,moderate,0.0,0,0,1.0,2.0
T8yBYnII-PM,daily_vlog,none,none,unclear,low,moderate,0.0,0,0,1.0,2.0
JdTTdQ4IWnI,daily_vlog,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
-gJdHGbe4jM,unboxing,none,brand_mention,unclear,none,moderate,0.0,1,0,0.0,2.0
400J1kLljMQ,daily_vlog,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
_PV9dHEl2fk,toy_review,none,brand_mention,unclear,none,none,0.0,1,0,0.0,0.0
_rJ5ALTztqo,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
oDyJmlBY9n0,daily_vlog,none,none,co_star,low,none,0.0,0,0,1.0,0.0
zs-bhZ_uW6A,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
2Eho_vHhxUs,daily_vlog,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
Jot3rKUVRa8,daily_vlog,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
cdZanNhea38,daily_vlog,none,none,unclear,moderate,mild,0.0,0,0,2.0,1.0
8Bq8m6VD2ns,daily_vlog,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
zm1C4abWVdA,daily_vlog,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
YavAgl8cU9s,cooking,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
1eAbeCfqFJQ,daily_vlog,mild,none,unclear,moderate,mild,1.0,0,0,2.0,1.0
VQvmkBeT8jc,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
7HcKicOuk_Y,other,none,none,unclear,low,none,0.0,0,0,1.0,0.0
Cd5H8kPsw40,daily_vlog,mild,none,unclear,moderate,mild,1.0,0,0,2.0,1.0
SBCn57D5dbI,daily_vlog,mild,none,unclear,low,none,1.0,0,0,1.0,0.0
cOs9KP_cDYQ,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
GMzK2K7Xa0c,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
SblWQcKvBRE,daily_vlog,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
l8FbT9D1Gk,educational,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
d8md3uAKX8k,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
SxTPKXNxCpc,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
EvEp-vMXtQ4,other,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
ZqsMXRh_qKg,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
vYYqvvCZp9k,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
ZS60WqwUMlE,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
pC1LvkMPR5U,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
pC2t-8Dgl-I,storytime,mild,none,unclear,low,none,1.0,0,0,1.0,0.0
im1KJ595kxA,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
B7HjmXdReyQ,travel,none,none,co_star,low,none,0.0,0,0,1.0,0.0
0VSeKDkC_Mc,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
UqzmpVY9Klg,educational,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
XuUeotZ8doU,storytime,mild,none,unclear,low,moderate,1.0,0,0,1.0,2.0
8aLNkVpOtPs,educational,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
TXscVLy1xek,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
FgdMKMM9MpA,daily_vlog,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
BD-m8KjLqvI,cooking,none,none,unclear,low,none,0.0,0,0,1.0,0.0
t6mHyqd0qMY,travel,none,none,unclear,low,none,0.0,0,0,1.0,0.0
IU_h57PqnKo,daily_vlog,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
R94GR9TSU2k,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
xniz9UeXJ7M,daily_vlog,mild,none,co_star,low,moderate,1.0,0,0,1.0,2.0
ZSJKm9UGTts,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
sQ2KoSoSPSo,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
J_zaZ9BzlF8,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
xzcNIGGZM-U,daily_vlog,none,none,co_star,low,moderate,0.0,0,0,1.0,2.0
LKG-tu5nK1Q,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
hl9-53r5c8c,daily_vlog,mild,none,co_star,low,mild,1.0,0,0,1.0,1.0
Um7lHRKH93Q,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
TOLsSJuaUss,daily_vlog,mild,none,co_star,low,mild,1.0,0,0,1.0,1.0
xA-a7FqdKMI,daily_vlog,mild,none,unclear,low,moderate,1.0,0,0,1.0,2.0
LdJ7yPKJ3rM,daily_vlog,mild,none,unclear,low,moderate,1.0,0,0,1.0,2.0
XJD3MxTArcM,daily_vlog,mild,none,unclear,low,moderate,1.0,0,0,1.0,2.0
asfl68wFkTY,daily_vlog,none,none,protagonist,moderate,mild,0.0,0,1,2.0,1.0
ZTH7BmLe-dE,daily_vlog,mild,none,unclear,low,moderate,1.0,0,0,1.0,2.0
oTR93YOrD4E,daily_vlog,none,none,protagonist,moderate,mild,0.0,0,1,2.0,1.0
p_lSHYBuqEQ,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
kuOV2wsCQkI,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
jqV4V8LlHNY,daily_vlog,mild,none,unclear,low,moderate,1.0,0,0,1.0,2.0
Uz4jCN5PknY,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
KWIq1e7hujg,travel,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
UT6EARqTjc0,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
BFGEPE02_yg,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
fg556sKq420,storytime,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
zPBaj8ON4W0,daily_vlog,none,none,co_star,none,none,0.0,0,0,0.0,0.0
N4OQmB4jtuQ,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
dMjDm3gGI_s,storytime,moderate,none,unclear,moderate,moderate,2.0,0,0,2.0,2.0
SE0vYzFWWuQ,daily_vlog,mild,none,unclear,none,none,1.0,0,0,0.0,0.0
dn-N8b-mBws,storytime,moderate,none,co_star,low,moderate,2.0,0,0,1.0,2.0
v0GmoBQoUp8,travel,none,none,unclear,none,none,0.0,0,0,0.0,0.0
1G_7c2VAReI,storytime,severe,none,unclear,moderate,severe,3.0,0,0,2.0,3.0
dekuPQrBMmw,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
s4OZggJc2dY,daily_vlog,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
fapVIfhm8L8,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
qgJ1-6rvBaU,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
KUdr8uyNw10,storytime,moderate,none,unclear,moderate,moderate,2.0,0,0,2.0,2.0
9P0SjGZ5OZ0,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
jPZvn9TQa4c,unboxing,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
vS05wVa3BFU,daily_vlog,mild,none,unclear,moderate,moderate,1.0,0,0,2.0,2.0
g6Ki5rT8VAw,storytime,moderate,none,unclear,moderate,moderate,2.0,0,0,2.0,2.0
J6NWDRy_ar0,storytime,moderate,none,unclear,moderate,severe,2.0,0,0,2.0,3.0
aevaMsHmeg0,daily_vlog,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
En9qYI3ZY3M,storytime,moderate,none,unclear,low,severe,2.0,0,0,1.0,3.0
A2Fiu81B4-0,storytime,moderate,none,unclear,low,severe,2.0,0,0,1.0,3.0
zEayjrSKcBM,daily_vlog,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
T4etQQJy5J8,unboxing,mild,none,unclear,low,severe,1.0,0,0,1.0,3.0
FBoy0aHEHmI,daily_vlog,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
ZTH41Y58n5o,daily_vlog,mild,none,unclear,low,severe,1.0,0,0,1.0,3.0
zhvCUlNa2-U,daily_vlog,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
W4f-AerI5wI,cooking,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
6vwjfsf7Y6Y,other,none,none,unclear,none,none,0.0,0,0,0.0,0.0
wJtOg7zOy50,other,none,none,unclear,none,none,0.0,0,0,0.0,0.0
mmP8V50x1uE,other,none,none,unclear,none,none,0.0,0,0,0.0,0.0
ayUFXA3rOV8,travel,none,none,unclear,none,none,0.0,0,0,0.0,0.0
cqL7tPoo8LA,other,none,none,unclear,none,none,0.0,0,0,0.0,0.0
kT4MeAdOm9E,other,none,none,unclear,none,none,0.0,0,0,0.0,0.0
JOf5snxwHFQ,other,none,none,unclear,none,none,0.0,0,0,0.0,0.0
A1-SAUFfPBU,other,none,none,unclear,none,none,0.0,0,0,0.0,0.0
UhfYlZHs7wg,other,none,none,unclear,none,none,0.0,0,0,0.0,0.0
e7KlwLNHMnM,other,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
bo_JxMdLDKs,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
s2F3S3VvPfs,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
2GXhyDXKERw,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
bEo0O7iYNjE,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
TSzPgBIbFsw,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
abo54OxUKRM,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
UlIqoHR7dS4,other,none,none,unclear,none,none,0.0,0,0,0.0,0.0
IQIMUswCObo,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
kP5ydcdvtj8,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
9ISASKjXH9s,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
ShL5YVoX82E,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
V-ApQQPliLQ,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
tjknX3oECGM,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
YdvgpuyTkdw,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
Y2h5PCUmXS8,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
AFatxGCPo7o,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
mZ4BD_VM41w,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
RbzR8ren5yo,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
YbHtsfw6ytU,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
gD4B0tkZEW8,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
3vo-jzO6tno,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
f8GAFN1SBE0,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
ugmaRhGuqGw,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
CKTVd_wvfcw,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
D5jm4IdyR8Y,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
sg1ZztHl_-E,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
OPi69NVQmmY,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
Q5p3Cd6U4Pk,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
j4T5k_N8Jbw,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
68za-DSXCNU,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
mp4YoAyOuws,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
8dOWYbDiNK4,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
jz-ZvL6BCnw,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
PDl3jK_xTKE,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
C6JkJZmix3E,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
zEpQOCHz8pQ,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
4S3F380IMbo,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
9pAGVSdeEuk,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
72s3Ns0a-Uk,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
n1F6BYnhheI,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
171e_Au5eSc,daily_vlog,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
pLoE3KFTSiY,daily_vlog,mild,none,cameo,low,mild,1.0,0,0,1.0,1.0
90R0Ngejmbc,daily_vlog,none,none,cameo,low,none,0.0,0,0,1.0,0.0
gw4lSym8aas,daily_vlog,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
cTm4dIzI-uE,daily_vlog,none,none,cameo,low,none,0.0,0,0,1.0,0.0
VszJijBmuQI,daily_vlog,none,none,cameo,low,none,0.0,0,0,1.0,0.0
6ctuE_I8gFw,daily_vlog,mild,none,cameo,low,mild,1.0,0,0,1.0,1.0
QvjK0juc13I,daily_vlog,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
y0rpAIXsz7w,daily_vlog,mild,none,cameo,low,mild,1.0,0,0,1.0,1.0
rLEOs7MPQgk,daily_vlog,none,none,cameo,low,none,0.0,0,0,1.0,0.0
IedF5DKCHLI,daily_vlog,none,none,co_star,low,none,0.0,0,0,1.0,0.0
fo4GOxQW4io,daily_vlog,none,none,co_star,low,none,0.0,0,0,1.0,0.0
dcO4sKvu9WY,daily_vlog,none,none,co_star,low,none,0.0,0,0,1.0,0.0
BhJhHS9Bhlo,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
-DRTqUaGQjk,daily_vlog,none,none,co_star,low,none,0.0,0,0,1.0,0.0
zr4edRqvVdM,daily_vlog,none,none,co_star,low,none,0.0,0,0,1.0,0.0
ERHL-zF_nko,daily_vlog,none,none,co_star,low,none,0.0,0,0,1.0,0.0
SQwbiEzP0G4,unboxing,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
kbGkEHW5OOQ,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
MxsNP8XxE6o,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
GZrozQgcVUE,daily_vlog,none,none,co_star,low,none,0.0,0,0,1.0,0.0
pLXLOiK2548,daily_vlog,none,none,co_star,low,none,0.0,0,0,1.0,0.0
yd81jbmw0GM,daily_vlog,none,none,co_star,low,none,0.0,0,0,1.0,0.0
LiSm3f70Efg,daily_vlog,none,none,co_star,low,none,0.0,0,0,1.0,0.0
sA8LcQrHez0,daily_vlog,none,none,co_star,low,none,0.0,0,0,1.0,0.0
vLUdTNHrhIY,daily_vlog,mild,none,co_star,low,mild,1.0,0,0,1.0,1.0
evWzWwbhqDo,travel,none,none,co_star,low,none,0.0,0,0,1.0,0.0
WjT-W-4f-GA,cooking,none,none,co_star,low,none,0.0,0,0,1.0,0.0
6lCPoTHBDak,daily_vlog,none,none,co_star,low,none,0.0,0,0,1.0,0.0
_NXWMUcjzAc,daily_vlog,mild,none,co_star,low,mild,1.0,0,0,1.0,1.0
GemjuzX0sOM,daily_vlog,none,none,co_star,low,none,0.0,0,0,1.0,0.0
gEPwKzlOQYM,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
qXxAmkAa_l4,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
d0tTr9QQV8w,daily_vlog,none,none,co_star,low,none,0.0,0,0,1.0,0.0
-fzaMJvfFn0,daily_vlog,none,none,co_star,low,none,0.0,0,0,1.0,0.0
cmVNFHLVWOg,storytime,moderate,none,cameo,moderate,moderate,2.0,0,0,2.0,2.0
7agxhNm-LH0,daily_vlog,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
PWFl-h7guGY,daily_vlog,none,none,co_star,low,none,0.0,0,0,1.0,0.0
ktM-mILEjyk,storytime,mild,none,co_star,low,moderate,1.0,0,0,1.0,2.0
rkY8p4EnvRk,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
l5mRkthyJMg,daily_vlog,moderate,none,co_star,low,moderate,2.0,0,0,1.0,2.0
LZC3J410C3I,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
yvPDb_nxD4I,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
cw5lVk5pkE4,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
DgLeXSIB8d0,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
BUAkQ_a8v3E,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
Q71MmY9eleY,daily_vlog,moderate,none,co_star,low,moderate,2.0,0,0,1.0,2.0
ZbgtsAuGods,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
XT0U9tIAuT8,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
O-lRaU_f4SU,daily_vlog,moderate,none,co_star,low,moderate,2.0,0,0,1.0,2.0
xEceR05YvRY,storytime,mild,brand_mention,unclear,low,moderate,1.0,1,0,1.0,2.0
6zQjVPGFfio,reaction,none,brand_mention,unclear,low,mild,0.0,1,0,1.0,1.0
6fIN53JNjb8,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
WhAEjVUa36A,reaction,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
yOc76SZxY64,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
qRMp6C7Q1DE,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
dZbj_uLV9VY,storytime,mild,none,unclear,low,moderate,1.0,0,0,1.0,2.0
ZEIeOXArpi0,storytime,mild,none,unclear,low,moderate,1.0,0,0,1.0,2.0
8ktL9SuTJNo,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
QYzrPO0EjRs,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
Lse5ZfoEpw8,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
FLZ8gh47X6I,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
pRVQsT58uag,storytime,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
APwaP5JbHjA,travel,none,brand_mention,unclear,low,none,0.0,1,0,1.0,0.0
QJEnWK4OvCo,travel,none,brand_mention,unclear,low,none,0.0,1,0,1.0,0.0
fB0Ou0t9MhU,unboxing,none,none,unclear,low,none,0.0,0,0,1.0,0.0
k9lgOb4LVh8,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
lTccUywjULc,daily_vlog,none,brand_mention,unclear,low,none,0.0,1,0,1.0,0.0
DkRrICQqFro,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
4O4AXlia_Fs,travel,none,none,unclear,low,none,0.0,0,0,1.0,0.0
mdKh4crSw9U,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
KkFMyeVhGz4,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
QyYpmjLGHMo,daily_vlog,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
jMe9yCH0KUU,storytime,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
dWQWugbS9xQ,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
qPeeDVMoSr0,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
yONmIt-aA7I,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
CyB3tM0-g7E,daily_vlog,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
5BOTd5U6h40,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
W-eWw1Dg1pM,travel,none,none,co_star,low,none,0.0,0,0,1.0,0.0
Nc077MyTaPw,travel,mild,none,co_star,low,mild,1.0,0,0,1.0,1.0
V0fzfnlHz5A,travel,mild,none,co_star,low,mild,1.0,0,0,1.0,1.0
Ql0mqH5CQx4,travel,mild,none,co_star,low,mild,1.0,0,0,1.0,1.0
_xxR5fJUy3I,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
COyqSuMM_pM,daily_vlog,mild,none,protagonist,low,mild,1.0,0,1,1.0,1.0
3qiwe5FzYCI,daily_vlog,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
6HlOr0-ZrfM,daily_vlog,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
ISZcAkqtIHs,daily_vlog,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
6vlcXbgjpzM,daily_vlog,none,none,co_star,low,none,0.0,0,0,1.0,0.0
kDhI1APJZJk,daily_vlog,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
9Ym9NuLLEXA,daily_vlog,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
MTUTYbaHpT4,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
DgW17ej2BBs,daily_vlog,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
uLeixkfMFeI,travel,none,none,cameo,low,none,0.0,0,0,1.0,0.0
NjPH4GUTE7I,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
AGI2URxPHh0,storytime,moderate,none,protagonist,moderate,moderate,2.0,0,1,2.0,2.0
E8rK17LKFHo,daily_vlog,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
l3e2TLWpHFw,daily_vlog,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
XxwWlBxlYPg,daily_vlog,mild,none,protagonist,low,mild,1.0,0,1,1.0,1.0
flV93vBoMn4,daily_vlog,mild,none,protagonist,low,mild,1.0,0,1,1.0,1.0
4H2YpbGvMF0,daily_vlog,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
BrFnLlSoaEU,storytime,mild,none,co_star,low,mild,1.0,0,0,1.0,1.0
uwtZV_oPi6k,daily_vlog,mild,none,co_star,low,mild,1.0,0,0,1.0,1.0
jP8dJfyCIEc,storytime,none,none,co_star,low,none,0.0,0,0,1.0,0.0
jE_DY6_GuBQ,storytime,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
oE4HxKnjClE,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
gzsd62TbRjU,daily_vlog,none,none,co_star,low,none,0.0,0,0,1.0,0.0
hZiidNFEmzM,daily_vlog,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
uuuJ5ZV4SIs,daily_vlog,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
WyBZAze3haM,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
qmUBtdKkaLA,daily_vlog,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
MSrl2YKnu2g,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
SA0ONBVdmio,daily_vlog,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
fhWNN6JPlhU,daily_vlog,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
20bS43b56Hg,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
JgyobNEMlsw,daily_vlog,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
SvJ12FyLTVw,daily_vlog,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
IXCqqYoXDcs,travel,none,none,unclear,low,none,0.0,0,0,1.0,0.0
_cnnvYuRu2A,travel,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
Bh8bZhQXr-c,travel,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
1c2CpRS6Slg,travel,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
l7fmzpXvw5I,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
VJs4K6Yj9VE,daily_vlog,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
ADn0UiDnlwA,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
dPqJHq7djCc,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
vrl3kNzlkFs,daily_vlog,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
EjNJWNsdbCU,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
bcAbvEOa4WQ,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
4y7OVFkocr0,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
GvlJCzDb-kA,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
dEsr89MloJc,storytime,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
l6LhmGQoBuc,storytime,mild,none,unclear,low,none,1.0,0,0,1.0,0.0
A7wIq-k1VFM,daily_vlog,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
Q8kNG5_GMbI,cooking,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
4Kn8i0ZcFeA,cooking,none,none,unclear,low,none,0.0,0,0,1.0,0.0
up2Gu9vtG_Y,daily_vlog,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
RUiFRYKsLMg,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
SAnEODkhTo8,storytime,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
G-VkArsujAU,storytime,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
1f008dYJyxQ,cooking,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
05bJoK_AsnQ,daily_vlog,mild,none,co_star,low,mild,1.0,0,0,1.0,1.0
MSPdp0EfEbU,daily_vlog,mild,none,co_star,low,mild,1.0,0,0,1.0,1.0
K7iNJ7Eg1wA,daily_vlog,mild,none,co_star,low,mild,1.0,0,0,1.0,1.0
CM2ao8p-1TQ,daily_vlog,moderate,none,co_star,low,mild,2.0,0,0,1.0,1.0
kuNFzzuHrr0,daily_vlog,mild,none,co_star,low,mild,1.0,0,0,1.0,1.0
AsazElaUw-g,daily_vlog,mild,none,unclear,none,mild,1.0,0,0,0.0,1.0
2ezMeFNFuoU,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
UIP2YWwjk1E,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
R1RtUGvr-TI,daily_vlog,mild,none,co_star,low,mild,1.0,0,0,1.0,1.0
ldAsiXG1wDk,travel,none,none,unclear,none,none,0.0,0,0,0.0,0.0
FEgD8kBywsQ,challenge,moderate,none,protagonist,moderate,moderate,2.0,0,1,2.0,2.0
