channel_id,title,description,custom_url,handle,country,joined_date,subscribers,total_videos,total_views_x,keywords,has_instagram,has_tiktok,has_twitter,has_facebook,cross_platform_count,badges,n_videos,mean_views,median_views,total_views_y,mean_duration,median_duration,emotional_score_mean,emotional_score_max,commercial_rate,child_protagonist_rate,privacy_score_mean,clickbait_score_mean,caps_ratio_mean,exclamation_mean,sentiment_mean,face_ratio_mean,open_mouth_rate,text_overlay_rate,channel_short,log_subscribers,commercialization_index,est_videos_per_week,labor_intensity_index
UC-hM2NaWyPAVTp5aiDZttkA,UK Family Vlog,"Who Are The UK Family Vlog?

We are the Kilgariff Family from Stoke on Trent in the UK. We have been uploading on YouTube since August 2014, since recording daily our family has grown, as well as capturing the good and the bad moments.

We are Dave (Dad), Emma (Mum), Liam (16), Ryan (11), Sophie (7), Isla (4), Darci (1), also Toby The Dog and Poppy The Cat will make the odd appearance during the vlogs.

Hope you enjoy watching the glimpse into the fun and laughter of our sometimes crazy family l",,,United Kingdom,2014-08-12,8730,0,0,UKFV|UK family vloggers|UK Family Vlog|ukfamilyvlog|surprise|family vlog|family vlogger|family life|uk family|Parenting|Parents|Parent|Dad|Mum|Mom|Family|Brother|Sister|Challenge|Challenges|Craft|Making|Cooking|Art|Hack|DIY|Fun|British|Viral|Transgender|Real Life|Traveling|Gender Dysphoria|College|School|Family UK|Family UK Vlog|British Accent|Video Dairy|Reality TV|Daily|Vlogger|Funny|Crazy|Happy|mummy|Family Friendly|Dave|Emma|Liam|Ryan|Sophie|Isla|Darci|Toby|Poppy|My Family,True,False,True,True,3,VERIFIED_CHANNEL,,,,,,,,,,,,,,,,,,,nan,3.9410142437055695,,,
UCa34wX6lIoc6tyQENlvjg6g,Being UK  Family Vlog,"ಹಾಯ್ ಫ್ರೆಂಡ್ಸ್ ಹೇಗಿದ್ದೀರಾ? ನಮ್ಮ ಚಾನೆಲ್ ಗೆ ನಿಮಗೆ ತುಂಬು ಹೃದಯದ ಸ್ವಾಗತ, ನಮ್ಮ ಚಾನೆಲ್ ನಲ್ಲಿ ನಿಮಗೆ ಕನ್ನಡ ಕಾಮಿಡಿ ಕಾರ್ಟೂನ್ ವಿಡಿಯೋ ಮತ್ತು ನಮ್ಮ ಮನೆಯಲ್ಲಿ ನಡೆಯುವಂತಹ ಅತ್ತೆ ಸೊಸೆ ಜಗಳದ ಕಾಮಿಡಿ ವಿಡಿಯೋ ಮತ್ತು ಸ್ಕೂಲ್ ನಲ್ಲಿ ಮಕ್ಕಳ ತರಲೆ ಕಾಮಿಡಿ ವಿಡಿಯೋ ಗಂಡ ಹೆಂಡತಿಯ ಪರಸ್ಪರ ಪ್ರೀತಿ ಮತ್ತು ಜಗಳದ ಕಾಮಿಡಿ ವಿಡಿಯೋ ಹಾಕುತ್ತೇವೆ ನೋಡಿ ಪ್ರೋತ್ಸಾಹಿಸಿ ಇನ್ನೂ ಹೆಚ್ಚಿನ ಕಾಮಿಡಿ ವಿಡಿಯೋ ಗಳಿಗಾಗಿ ನಮ್ಮ YouTube ಚಾನೆಲ್ಅನ್ನು subscribe ಮಾಡಿಕೊಳ್ಳಿ ಮತ್ತು ನಮ್ಮ ಸೋಶಿಯಲ್ ಮೀಡಿಯಾ ಲಿಂಕ್ ಗಳನ್ನು ಕೊಟ್ಟಿರುತ್ತೇನೆ ಫಾಲೋ ಮಾಡಿ ಇಂತಿ ನಿಮ್ಮ ಪ್ರೀತಿಯ ಶಾಂತಕ್ಕ urf (ಪ್ರಿಯಾ ಮಂಜುನಾಥ ಅಂ",,,India,2021-05-16,181000,1419,122602030,Kannada Cartoon|Kannada Comedy Cartoon|Kannada Moral Stories|Kannada Vlogs|Kannada joke's|Kannada funny video|Vagatu galu|Karnataka|Kannada reels|Cartoon Kannada|Kannada Cartoon channel|Malnad Kannada Cartoon channel|Kannada Cartoon Stories|Cartoon Story in Kannada|Stories Kannada|horror stories in Kannada|Ghost stories in Kannada|Atte sose comedy|Atte sose stories in Kannada|comedy stories in Kannada|Family|Being UK Family vlog,True,False,False,True,2,,50.0,53004.7,53736.5,2650235.0,794.82,802.0,,,,,,,0.00182417582417582,0.0,0.015158,0.009698697916666638,0.0,0.02,nan,5.2576785748691846,,4.166666666666667,
UCtg19lKuAVJpxn-Xhv-WLTA,Priti’s family in Uk vlog,"Hello dear 
To all my YouTube family.
This channel is all about on well organised lifestyle without any family and friends support, also about simplicity because I believe only one thing is that, Honestly is your good and and true friends.
Please consider to do Subscribe to my channel for new videos it is completely free and it's means a lot to me.
Thank you 🙏 
 
 Follow me on 
My Facebook page link:
https://www.facebook.com/Pritis-family-in-Uk-vlog-108573835021948/

My Instagram Link: http://ww",,,United Kingdom,2019-08-12,1840,1095,533254,Priti’s family in Uk vlog|Deep's all in one channel|Cooking|Twinsmom|Daily activities|indianfamilyinuk|Every day homemaker ladies life|Workingmominuk|Nriworkingmom|Organizeddailylifewithoutfamilysopport|Besan Laddu|Jabkoisabjinahotoyebanaye|Nishamadhulika|Masalakitchen|4kidsmothor|14wedding anniversary|Weekly grocery shopping haul|Uktoindiatravel|Raksha ki rasoi|cookwithparul,True,False,False,True,2,,50.0,266.8,248.0,13340.0,1427.46,1411.5,,,,,,,0.08707449379689874,0.0,0.248536,0.02064704861111109,0.24,0.08,nan,3.2648178230095364,,4.166666666666667,
UCYoiQfqe0J6J6BID0J6JTPg,Fil British family vlogs,"Welcome sa aming munting tahanan
Simpleng buhay namin dito sa UK

Please don’t forget to subscribe my channel and like my video 
Thank you all 

Add me on
Facebook:Jhen Percival 
Instagram:Bisdak&british _Fam



April 1, 2019——-393 Subscribers 

May 25,2019————-1000subscribers",,,United Kingdom,2018-07-03,52300,2153,16316539,,False,False,False,False,0,,50.0,2255.0,1916.5,112750.0,1097.1,1135.0,,,,,,,0.9971428571428571,0.1,-0.350126,0.029615473090277757,0.22,0.04,nan,4.718501688867274,,4.166666666666667,
UCxq523tQwXhcgDDqBuwoiMQ,Lovleen Vats,Entertainer,,,,2020-05-02,707000,1465,377212858,,False,False,False,False,0,,50.0,38587.58,34575.0,1929379.0,634.3,624.0,0.6,2.0,0.0,0.1,0.45,1.35,1.0,0.28,0.08031600000000001,0.03456547309027774,0.66,0.14,nan,5.849419413796899,0.18059340340793267,4.166666666666667,0.40172767186621106
UCmKxf6bbhkUuVu4Ps3bfC6A,My OzLife,"Selamat datang di channel kita My OzLife
Perkenalkan nama saya Dwi, Istri dari Justin dan Ibu dari Isabella dan Zachary
Saya berasal dari Semarang Indonesia 🇮🇩 tinggal di Australia 🇦🇺 
Saya mau berbagi kegiatan kita sehari-hari, masak-memasak, traveling dll. 
Semoga channel ini bermanfaat
Jangan lupa dukung channel kita dengan SUBSCRIBE & SHARE.
Trimakasih 😘",,,Australia,2019-08-30,610000,936,192212856,Ozlife|Dwimckinley,True,False,False,True,2,,50.0,76355.56,67324.5,3817778.0,1418.84,1392.5,0.0,0.0,0.0,0.0,0.0,0.40816326530612246,0.8732731509891587,0.0,0.253844,0.020187087673611083,0.24,0.2,nan,5.785329835010767,0.3236524469504835,4.166666666666667,0.24392320594358854
UCtAXjvtx_fJdc8-kTAEcv6g,Maria & Family Vlogs,"Aslam u Alaikum! I’m Maria Asif, and welcome to Maria & Family Vlogs — our little corner of happiness from Sydney, Australia 🇦🇺!
On this channel, I share my everyday life as a Pakistani living in Australia, including:
✨ Lifestyle & Home Cleaning
✨ Tips & Tricks for Home Management
✨ Kids Parenting & Family Life
✨ Cooking, Food Reviews & Easy Recipes
✨ Makeup Reviews, Beauty Hacks & DIYs
✨ Day Outs, Travel Vlogs & Life in Sydney

I post daily vlogs capturing our real-life moments, experiences, an",,,Australia,2016-10-21,5770,695,1254626,Pakistan Vlogger in Australia|Pakistani Mum Vlogs in Sydney|Pakistani Living in Australia|Pakistani Family In Australia|Raising Kids in Australia|Halal Food Places in Sydney|Halal Grocery Shopping In Australia|Masjid in Australia|Pakistani Living In Sydney|Pakistani vlogger in Australia|Pakistani In Australia|Life of Pakistani Family In Australia|Pakistani Home in Australia|Pakistani Culture in Australia|how Pakistanis Live in Australia|Australian Pakistani Family,True,True,False,True,3,,50.0,2042.5,1805.0,102125.0,775.94,756.0,0.034482758620689655,1.0,0.034482758620689655,0.0,0.6206896551724138,0.9310344827586207,0.178333762424661,0.08,0.388344,0.02004891493055553,0.26,0.22,nan,3.7611758131557314,0.2954955186662648,4.166666666666667,0.313775541090158
UCgWYulnI9jVbikYmU6bVpXA,Canada Family Vlogs,#patna #students #immigration #canadafamilyvlogs #canada #calgary #toronto #alberta #vancouver #viralvideo #viralshortvideo #viralvlogs #travel #indianrailways #india #indianfood #punjab #punjabi #amritsar #bihar #asmrvideo #food #foodie #foodies #delhi #candafamilyvlogs #canada #shorts #shortsvideo #short #thejointfamilyvlogs #punjabivlogs #canadafamilyvlogs #canadacouple #jattprabhjot #jattlife #brampton #toronto #jointfamilyvlog #jointfamilyvlogs  #jointfamilyvlog #food #foodie #foodreview #s,,,Canada,2016-02-16,14300,720,1225813,the joint family vlogs|happy joint family|joint family vlogs|the joint family|canadian joint family|the joint family vlogs|the joint family vlog|the joint family kitchen|canada couple|jatt prabhjot|punjabi vlogger|asmr|canadafamilyvlogs|canadafamilyvlog|lifeincanada|canadafamilyvlogs|canadafamily|canada family vlogs|canada family|punjabi familly|punjabifamily|jattprabhjot|ravish vlogs|ravish vlogs|gulatifamily|gulatifamilysaskatoon|fun,False,False,False,False,0,,50.0,1050.6,203.0,52530.0,1298.74,1363.5,,,,,,,0.12590476443640494,0.1,0.06302400000000001,0.025324045138888876,0.16,0.04,nan,4.155336037465061,,4.166666666666667,
UCUA-OKbvCVNChlyaG5CsqhA,Canadian Family Vlog,"Canadian Family Vlog: Welcome to the family, in this vlog we upload daily videos of our life. My wife and I have 4 kids and try our best to bring them up in a house that honors God. We aren't perfect, but it is a good thing we have a God that is and who gives us plenty of second chances. We have three main principles in our household

1) Love the Lord your God with all your heart and with all your soul and with all your mind and Love your neighbor as yourself. Mathew 22:37
2) Always strive to sh",,,,2014-02-13,4610,716,864241,Family|Vlog|Christian|Daily Videos,True,False,True,True,3,,50.0,202.06,122.5,10103.0,2082.1,1307.5,,,,,,,0.1790477351528541,0.0,0.0045119999999999995,0.04397447916666665,0.28,0.08,nan,3.663700925389648,,4.166666666666667,
UCochAaNGtKkuPsmpw1JkH1A,Gulati Family in Canada,"Hi YouTube Family! Welcome to our Channel!

We are an Indian couple, family of three (Jasmeet, Neha and our little princess Aria) now settled for more than a decade in North America (Canada, Saskatchewan – The Land of Living Skies).  On this channel, we share our daily life, personal adventures, fun outings, travel vlogs, cooking recipes and everything that makes life special — it’s all here! 

If you love keeping it real, seeing how others juggle work, life, and fun, or just enjoy a peek into a",,,Canada,2020-09-29,54900,1327,23000727,Indian|family|Saskatchewan|Saskatoon|Desi|Canadian|immigration|canadiancouple|saskdesi|newcomers in saskatoon|food|indian food recipies|yxe|canadapr|life in saskatchewan|punjabi,True,False,False,True,2,,50.0,8645.16,8076.5,432258.0,1158.88,1175.0,,,,,,,0.49375741840928233,0.1,0.032354000000000015,0.039016688368055524,0.48,0.0,nan,4.739572344450092,,4.166666666666667,
UCv9KaLMgXHG4Cafo8_qopsg,Suharsh Family in Canada,"Hello friends welcome to Suharsh Family in Canada .I live in Canada. this channel is all about daily vlogs,  healthy recipes, and cooking vlogs, entertainment vlogs. please subscribe to my channel and support me 🙏❤️😊
Thanks for watching...😊
",,,Canada,2022-02-28,331000,942,333192841,suharshkitchen|recipes in telugu|eatingchallenge|foodies|telugucooking|cookingchannel|foodlovers|spicefood|spicy food|spicy recipes|village food|village recipes|nri vlogs|nri telugu|usa vlogs|america vlogs|america lo|canada vlogs|viral videos|biryani|telugu|nri in america|usa nri|daily vlogs|america vlogs|canada lo telugu vlogs|comedy videos|funny|telugu vlogs|funny couples|rayalaseema|suharsh family in canada|comedy couples|comedy telugu videos,True,False,False,True,2,VERIFIED_CHANNEL,50.0,104732.94,51815.5,5236647.0,752.84,699.0,0.1,1.0,0.0,0.05,0.9,0.25,0.022725587321670203,0.02,0.326252,0.03939390190972219,0.78,0.08,nan,5.519827993775719,0.26683646905688857,4.166666666666667,0.2951362466064579
UCEdhDTg-o0-6FqWsmeB1MAw,The Gujju family in Canada,"Hello and welcome to our channel!

We are an Indian family from Gujarat, currently living in Ontario, Canada. This channel is all about our life in Canada — our experiences, family moments, fun adventures, and everything in between. Some days are funny, some are crazy, and some are just beautifully normal.

Our little world includes our adorable daughter Pihu, my husband Ronak Dave, and me, Rucha Dave. We are regular working professionals sharing our real, unfiltered family life with you.

If yo",,,Canada,2019-12-06,7780,556,1091576,,False,False,False,False,0,,50.0,3525.04,2468.5,176252.0,671.06,647.5,0.5,2.0,0.0,0.1875,0.9583333333333334,0.8333333333333334,0.18314410535095732,0.22,0.34284,0.044082776331018494,0.68,0.12,nan,3.890979596989689,0.07048501425797575,4.166666666666667,0.40486835067059596
UC0RIR-ic21_RJMJVMPP_0MQ,Canadian Family Life,"We are not perfect! We are a real family sharing the good, the bad and everything in between!

Welcome to our channel!

We are a family of 4 and 1 doggie from rural New Brunswick, Canada. Join us as we navigate this thing called life and have fun while doing so. Let me introduce our family:

Dad- Chris (Mr Fix It)
Mom- Tiffany (that’s me!! lol)
Daughter- Bella (14 years old)
Son- Alex (13 years old)
Goofy dog- Missy (13 years old hooman years, 91 years old dog years!)

Please send help! 3 teenag",,,Canada,2022-12-05,11600,828,371313,family|family life|canadian life|family fun|family life in canada|family vlog|daily vlogs canada|family grocery|cooking|simplemeals|recipes|homemade|homemadefood|homecooked|foodhauls|foodbank|food pantry|indoor gardening|container garden|gardening|diy projects|family togetherness|canadian family life|canadian life vlog|family life vlog|new brunswick|canada vloggers|Canada|USA|USA vlog|Canada Vlogg|vloggers|Entertainment|cooking|Homestead|Homesteading|Reviews,True,False,False,True,2,,50.0,281.42857142857144,140.0,13790.0,702.44,661.5,0.2,1.0,0.06666666666666667,0.0,0.8666666666666667,0.9,0.45455065647627657,0.56,0.12404799999999999,0.06810529513888885,0.86,0.02,nan,4.064457989226918,0.1855580711663649,4.166666666666667,0.34353050901160737
UCI86O2Dr9tU60b6CMhOZYNg,Canada Couple Vlogs,"We created our first channel to help people who are planning for Canada PR (Permanent Residency) or are already in Canada. We moved to Canada in April 2018 after getting Canada PR. In the process of getting the PR (Permanent Residency), we had so many learnings by doing lots of mistakes. We would like to share those best practices with everyone so that you can save time and effort while acquiring Canada PR. We upload engaging videos for the relevant audience on how life in Canada is, how to move",,,Canada,2019-12-15,887000,727,506572076,canada couple|canada couple vlogs|canada|canada vlog|Alexa|canada house tour|canada vlogs|canadian couple vlog|canadian couple|canada couple home tour|canada couple youtube|Canada pr|life in canada|canada lifestyle|canada vlogs indian|canada vlogs hindi|Canada travel vlogs|canada life|hindi vlogs|canadian couple vloggers|moving to canada|toronto vlogs|immigrate to canada|canada immigration|canada|canada vlogs indian|canada house tour,True,True,True,True,4,VERIFIED_CHANNEL,50.0,28034.18,14648.0,1401709.0,916.24,801.0,,,,,,,0.3102702066762804,0.0,0.073212,0.055804405381944415,0.78,0.06,nan,5.947923619831727,,4.166666666666667,
UC-0XZzV9y16bKIuWb4qWkCg,Filipino Czech family,,,,,2017-05-22,208000,1044,72227596,,False,False,False,False,0,,50.0,63702.06,49775.5,3185103.0,1010.76,996.0,0.10526315789473684,1.0,0.0,0.10526315789473684,0.47368421052631576,0.3684210526315789,0.36381168171533107,0.26,0.07573,0.032549348958333314,0.12,0.0,nan,5.318063334962762,0.10265720599566919,4.166666666666667,0.29077885476567883
UCpX0Oh5UZSmoGdapjJLvvfQ,Mami Aireh (Fil-Swiss Family vlog),Filipina Swiss living Simple life 🇵🇭🇨🇭,,,Switzerland,2016-06-12,60800,1072,14449996,filipinaSWISSFAMILY FILIPINO SWISS FAMILY FILIPINA MOM ABROAD AGE GAP COUPLE,False,False,False,False,0,,50.0,5236.38,5138.5,261819.0,850.54,813.5,0.68,3.0,0.0,0.04,0.88,1.4,0.9801470342522974,1.3,0.08886200000000001,0.012769053819444424,0.1,0.02,nan,4.783903579272735,0.08171646161582488,4.166666666666667,0.4423844123968677
UCIVDPLH_7OhX0HAb8BYDsbA,Rhea & Roy Family Vlog,We are a Filipina/Australiano couple. Thank you for joining our journey :);,,,Philippines,2024-06-02,10000,613,2067654,filipina|filipino|philippines|filipinas|australian|negros island|la castellana|love|dating|online dating|vlog|vlogs|vlogger|vloggers|vlogging|philippines vlog|philippines travel|philippines travel vlog|philippines travel vlogs latest|american filipino couple vlogger|australian filipina couple vlogger|famous filipino vloggers on youtube|day in my life vlog philippines|travel with me to the philippines|farm|rice|pilipinas|passport bro|passport bros|youtuber|youtubers,False,False,False,False,0,,50.0,2497.14,2383.0,124857.0,1056.82,1017.5,0.0,0.0,0.0,0.0,0.0,0.06,0.15434931325045465,0.28,0.089346,0.09956777343749997,0.64,0.1,nan,4.0,0.06907393590109401,4.166666666666667,0.20499855588716664
UCdBpCFv_RTOOBrImOlPT97g,RodVivKids Family Vlog Philippines 🇵🇭 ,"We're a Dutch Filipino Family who lived 2+ decades in Asia. This is our new channel, our old one got hacked 🥹. We reuploaded most of our former vlogs. So this is the NEW RodVivKids Family Vlog channel, welcome♥️. We're posting 3 times a week since a year or so.
Also check our The Hightrees family vlog channel. Presently not very active there though 



#rodvivkids #familyvlog #family #filipino #foreign #vlog #youtubers #europe #philippines #pinas #germany #holland #marriage #filipina #morefunint",,,Philippines,2021-11-15,11000,1565,1135458,family vlog|eurasian family|rodvivkids family|dutch filipino|half filipino|halfies|family vlog philippines|Dutch Filipino|American|kids|rodvivkids|bisaya|vlog|tagalog|filipino|philippines|fil-am|manila|europe|ofw|abroad|traveling|family with kids|traveling family|family vloggers|family vloggers philippines|simple|life,False,False,False,False,0,,50.0,756.64,653.0,37832.0,1258.48,1124.0,0.28,2.0,0.0,0.1,1.02,0.6,0.4488040790520757,0.36,-0.04668399999999999,0.028149023437499972,0.34,0.02,nan,4.041392685158225,0.04267873955898524,4.166666666666667,0.3737671882379725
UCOeJBQGvDaEXQZSwTr_V2ow,Fina's Vlog,"Welcome to our family lifestyle vlog, where we share what it's like living in the UK as a Filipino-British family who loves visiting new places to film and take photos. From the vibrant city streets of London to the beautiful countryside, we're excited to share our experiences and insights with viewers who want to learn more about what makes the UK such an amazing place. Follow along as we share travel vlogs, Filipino food recipes, and more.

In all of my videos I use music from Epidemic Sound. ",,,United Kingdom,2023-04-09,8690,189,1103139,life in uk|british filipina|long distance relationship|ldr couple|filipino food|foreigner reaction to filipino food|pinoy food|food reaction,True,False,False,True,2,,50.0,4394.2,3233.0,219710.0,1226.06,1217.5,0.16666666666666666,1.0,0.16666666666666666,0.03333333333333333,1.0,0.36666666666666664,0.18402825085453717,0.16,0.134704,0.026683007812499965,0.62,0.06,nan,3.9390197764486663,0.21824883563442854,4.166666666666667,0.3306789002256228
UC-M2xqLWTXptiOSAom8GjFw,Rolwes  family Vlog ,"Welcome to our life in the USA! 🇺🇸 We’re a Filipino-American family sharing real, heartfelt, and sometimes messy moments of our everyday life.
Our story includes our amazing non-verbal autistic son and our two daughters (who are a little camera-shy), plus the adventures, laughs, and challenges that come with family life. 💛

Fun fact: I met my husband online through Filipino Cupid! ❤️ Now we’re building a life full of love, laughter, and unforgettable memories.
Join us to experience our family ad",,,United States,2020-06-03,8880,902,1239762,SMALL YOUTUBER|FILIPINA IN ALABAMA|BUHAY SA AMERICA|FILIPINA SIMPLE LIFE IN AMERICA|FILIPINO SMALL YOUTUBER,False,False,False,False,0,,50.0,258.12,165.0,12906.0,540.24,495.0,,,,,,,0.6195815679327362,0.04,0.067278,0.046633897569444416,0.24,0.1,nan,3.948412965778601,,4.166666666666667,
UCKGhcY5F8Xo3O-R_eo58ISg,Simple Indian family vlog,"Two sister best friends daily life video 
 Subscribe our channel on YouTube 
",,,,2014-07-27,10900,974,1635279,,False,False,False,False,0,,50.0,83.9,78.5,4195.0,530.86,518.5,0.45,2.0,0.0,0.55,1.0,0.55,0.0345806446594434,0.0,0.146836,0.04518895399305554,0.22,0.0,nan,4.037426497940624,0.03532735899182096,4.166666666666667,0.43673733698282463
UCpo_bRRIG8SfEXRhEvG94JA,Indian Foodie Family Vlogs,"Formerly as ""Direct from Indian Kitchen"" 1 Day = 1 Video Lifestyle Daily Vlogging 

Instagram - @directfromindiankitchen
Facebook - https://www.facebook.com/directfromindiankitchen
For collaboration - directfromindiankitchen@gmail.com

Indian Foodie Family Vlogs

I am working Mother and try to manage my work, family, my life, in best possible way. I love to cook.

What is a working mother called?
Is it good to be a working mom?
What is the challenge of working mom?
Can a career woman be a mother",,,India,2022-09-18,2320,1530,1215031,Working Indian Mother|Working Indian Mom|Working Mom|Working Mother|Direct from Indian Kitchen|Indian Kitchen|Daily Vlogs|Daily Video|Mini Vlogs|Daily Mini Vlogs|Recipes|Vegetarian Recipes|Family Vlogs|Family Daily Vlogs|Family Mini Vlogs|Family Daily Mini Vlogs|The Great Indian Kitchen|What is the challenge of working mom?|Can a career woman be a mother?|Is it good to be a working mom?|Are working moms happier?|How do working moms feel?,False,False,False,False,0,,50.0,79.38,71.5,3969.0,211.0,199.0,0.48,2.0,0.0,0.0,0.72,0.76,0.03352510396046063,0.08,0.10099399999999999,0.07828504774305553,0.66,0.0,nan,3.3654879848909,0.0,4.166666666666667,0.33344043297304155
