id,title,channel_short_name,viewCount,performative_labor,emotional_bait,narrative_conflict,challenge_format,commercial_content,privacy_violation
dPmIVnn5BFs,Vet FiXinG My Baby Pet Boo Boo!,tannerites,1511977,0,0,0,0,0,0
VHH0hmQLnpo,Baby SiSteR Won't WaKe Up!,tannerites,6366415,0,1,0,0,0,0
8S35Cic7zVU,MaKinG ReaL SnOwCoNes Drive Thru In Our HOUSE!,tannerites,7406332,0,0,0,0,0,0
CkLfU012C08,WHISPER CHALLENGE!!,tannerites,96395,1,0,0,1,0,0
pwcZRuA3Dqw,JOLLY RANCHER BRACES!!,tannerites,1146928,0,0,0,0,0,0
HAe4VT-_sa4,GOT A TATTOO at a FUNERAL!!!,tannerites,971686,0,0,0,0,0,0
_PFz8sQjgcY,SENIOR PROM 2016,tannerites,223952,0,0,0,0,0,0
VXUBIi9ORt8,Mom CAN'T SAY NO For 24 HOURS! | GEGO is IN CHARGE FOR A DAY!!,tannerites,20264815,1,0,0,1,0,0
F3RKzLyTSfM,PLAYING IN THE SNOW!,tannerites,15688,0,0,0,0,0,0
_P8lk_WcPvU,HOUSE FULL OF BALLOONS!! HAPPY BIRTHDAY AZBURY!!,tannerites,1096492,0,0,0,0,0,0
_o1dBIFseII,🎈GEGO FEGO's 3rd Birthday Special!!!🎂,tannerites,6692942,0,0,0,0,0,0
99r3b8eKIa4,I Survived The STRICTEST Baby Sitter EVER!,tannerites,10664746,0,0,0,0,0,0
2kWhDth0Tik,"FOUND $20,000 CASH Playing Last To LEAVE The CAR! | Challenge Gone VERY VERY Wrong!",tannerites,2334673,1,0,0,1,0,0
CeiIaSRpHaw,🤗 SHE GOT THE PART!! | SCHOOL NIGHT TIME ROUTINE!,tannerites,180562,0,0,0,0,0,0
J4i6OW5g044,My BrotheR Is A Gum Ball From Giant GumBall Machine!,tannerites,15818653,0,0,0,0,0,0
l_R0q48tgsY,19 YEAR WEDDING ANNIVERSARY!!,tannerites,89595,0,0,0,0,0,0
hE2BYbmMXP4,Locked Inside With Skeleton!,tannerites,554405,0,0,0,0,0,0
DfpZN5s1nwM,Stayed up WAY TOO LATE Chatting!!,tannerites,172244,0,0,0,0,0,0
kfX43vaSGVk,Texting Mafia On PLAYGROUND!,tannerites,3297901,0,0,0,0,0,0
P1J65b6Wsl8,Our FIRST TORNADO!,tannerites,1281424,0,0,0,0,0,0
a2t6kqSSHkk,WHY HOME SCHOOL??,tannerites,214053,0,0,0,0,0,0
Ta4fHSYy_-w,Swim AwaY…..I See A Shark! ,tannerites,844072,0,0,0,0,0,0
YK83YuZ9pKQ,Trapped in Giant Lego HOUSE!,tannerites,39838694,0,0,0,0,0,0
hCqHpEg4qnY,FAMILY TWISTER CHALLENGE! | FAMILY FUN NIGHT!,tannerites,86955,1,0,0,1,0,0
pivCsnS4afM,Teacher In Lego School Jail!,tannerites,507032,0,0,0,0,0,0
q_7bzRwYgE8,GRUMPY SNOWMAN,tannerites,11117,0,0,0,0,0,0
VXNWKg2bVts,GRINCH Broke Into Our House!!,tannerites,3273249,0,0,1,0,0,0
zol_r5E6ZdM,SAD She Didn't Go To PROM!! ~ SAD & EMOTIONAL!!,tannerites,78574,0,1,0,0,0,0
M9DjePWkiV4,Big Family Opening Gifts On Christmas Morning 2022!!,tannerites,154697,0,0,0,0,0,0
cLEIPZCvasw,We Caught A MerMaiD in Our HouSe Making PopCorn!! Popcorn Machine By The Pool!,tannerites,3321042,0,0,0,0,0,0
HrtE7QLUIIU,BEAN BOOZLED CHALLENGE!!,tannerites,124771,1,0,0,1,0,0
-Zh8JYkJVTk,Four Square Volleyball! Battle For Prizes And Punishments!,thatyoutub3family,129375,1,0,1,1,0,0
Wyd_BU0b6m0,Come Play With Us! Don't Choose The Wrong Box! The DollMaker S4 E10,thatyoutub3family,139665,0,0,0,0,0,0
u5mMiLV-90w,Last To Leave The Table Wins!,thatyoutub3family,41829,1,0,0,1,0,0
SQQBySO4Iu0,Going Without Power For 24 Hours,thatyoutub3family,385691,0,0,0,1,0,0
OG4Zr1ydtmo,2024 Summer Drink Competition!,thatyoutub3family,37163,1,0,0,1,0,0
j4tm-_eIDlI,Recreate This Slime! Ty's Slime!,thatyoutub3family,54922,0,0,0,0,0,0
drLBBAhlIww,Ty Ran Away! Surviving The Oregon Trail On Our Road Trip!,thatyoutub3family,22421,0,0,0,0,0,0
ZX5LOnIuRw8,Game Night! Jackbox Survey Scramble!,thatyoutub3family,21447,0,0,0,0,0,0
BRfFd-6U2T4,Who Has The BEST Night Time Routine?,thatyoutub3family,63310,0,0,0,0,0,0
Fk7VBE09SAs,Decorating For Christmas Early! Who Did It Best?,thatyoutub3family,304821,0,0,0,0,0,0
MJMBRNSf-mQ,Classified Information! New Pieces Of The Puzzle! The Visitors (File 5),thatyoutub3family,147751,0,0,0,0,0,0
owKCQDahr30,Sounds Fishy! Family Game Night!,thatyoutub3family,30366,0,0,0,0,0,0
geLPiDz39CU,Eat Lick Sniff Leave! Game Of Chance!,thatyoutub3family,50645,1,0,0,1,0,0
1uAfhIDiln4,Guess The Drawing! Team Telestrations!,thatyoutub3family,24609,1,0,0,0,0,0
tEisBQIR_bM,What's On Your Phone Game! Thanksgiving Edition,thatyoutub3family,59752,1,0,0,1,0,0
hmH5PsWrqx0,Last One To Leave The Bubble Ball Wins!,thatyoutub3family,121400,1,0,0,1,0,0
onjhTdnrgZE,Tinfoil Makeup Challenge! Girls Do Boys Makeup!,thatyoutub3family,29554,1,0,0,1,0,0
zhmsqzYnYcY,Fall Decor And Treats!,thatyoutub3family,32854,0,0,0,0,0,0
znX2qx1cj74,Betting On Mystery Food Boxes! Food Challenge!,thatyoutub3family,230883,1,0,0,1,0,0
k20pewwadmU,Hiking Out Of Here! Winter Survival Challenge,thatyoutub3family,21874,1,0,0,1,0,0
lT2mbQSp6M4,Mystery Wheel Trivia! Winter Survival Challenge,thatyoutub3family,38257,1,0,0,1,0,0
5EEE9QLtJvs,Recreating Hersheys Milkshakes and Smores At Home,thatyoutub3family,56203,0,0,0,0,0,0
VntI-HfKRsw,Last To Leave The Mystery Box Challenge Wins!,thatyoutub3family,38724,1,0,0,1,0,0
mrnGnK8F-w0,Hiding In Plain Site! Don't Get Caught!,thatyoutub3family,154529,0,0,1,0,0,0
PKnKRbybgRg,Family Game Night! Wordsmithery!,thatyoutub3family,24393,0,0,0,0,0,0
4AlB2gdytRU,She's Baaack! The DollMaker Returns,thatyoutub3family,147696,0,0,0,0,0,0
JBvyT3icNBw,The DollMakers Apprentices Vs Abigail! The DollMaker Season 5 Episode 6,thatyoutub3family,104950,1,0,1,0,0,0
UcGrnLDfs4E,Annie Annie Over Game,thatyoutub3family,119245,0,0,0,0,0,0
tJJ-r6UdScU,"Sardines, Hide And Seek, Infection Tag! @Shot of The Yeagers",thatyoutub3family,53025,1,0,0,1,0,0
48ZCc9bQFXk,24 Hours Eating Only Dollar Store Food,thatyoutub3family,95016,0,0,0,1,0,0
LIjtCREBAUk,Among Us IRL In Our Box Fort Movie!,thatyoutub3family,855275,1,0,0,0,0,0
pX50RmbpDEo,Destroying Our House To Find This Hidden Inside! The Visitors (File 20),thatyoutub3family,124011,0,0,0,0,0,0
FiOLAZs2kZs,Who Knows Mom Best?,thatyoutub3family,33860,1,0,0,1,0,0
e0xM7QXd-xs,Encanto 3 Marker Challenge,thatyoutub3family,48399,1,0,0,1,0,0
bbV02xEXoBs,Four Square Volleyball,thatyoutub3family,52092,1,0,0,0,0,0
sS89FnQWwvA,Candle Blowing Challenge! Family Game Night!,thatyoutub3family,61677,1,0,0,1,0,0
fOzpcZS74VQ,While Sneaking Out At Night This Happened! The Visitors (File 15),thatyoutub3family,175355,0,0,0,0,0,0
zqaCWKQ2cUI,Trying Candy From Our Childhood!,thatyoutub3family,42847,0,0,0,0,0,0
BrFRI9qVASY,Recreate This Slime Challenge!,thatyoutub3family,65726,1,0,0,1,0,0
WwM5vbqYkPk,We Are Remodeling Our House!,thatyoutub3family,192052,0,0,0,0,0,0
YyFhx8pFTBU,Last To Leave The Backyard Wins!,thatyoutub3family,168507,1,0,0,1,0,0
z4P30Lg7JJM,We Bought A Goat And Two Chickens While Looking At Christmas Lights!,thatyoutub3family,59404,0,0,0,0,0,0
vtCA_oeBhVo,LAsT tO LeAvE - Until You FALL (Who has the best finishing move),thatyoutub3family,99447,1,0,0,1,0,0
bOZEhP9uxew,Come Play With Us! What Is In The Cauldron? The DollMaker S4 E11,thatyoutub3family,116548,0,0,0,0,0,0
CSG8lkXvJ6A,Stuff Happens! Ranking Painful Events! Family Game Night!,thatyoutub3family,37698,0,0,0,0,0,0
Sd-cS1-dGnA,Pranking My Family And Then Surprising Them With Something Awesome!,thatyoutub3family,80311,1,0,1,0,0,0
7pclnlxyV88,Competing In Our First Karate Tournament!,thatyoutub3family,41649,1,0,0,0,0,0
0v12E4FV0t4,Jake Drives With Distraction Dad!,thatyoutub3family,324591,0,0,0,0,0,0
AGsgQ6ACYEw,Swimming Pool Challenges!,thatyoutub3family,49077,1,0,0,1,0,0
vPZI6W58b8s,Trying Foods We Don't Like!,thatyoutub3family,66715,0,0,0,0,0,0
MzebgFCZlYU,Fall Bake Off! Boys Vs Girls!,thatyoutub3family,61478,1,0,1,1,0,0
zcWBc7Xa-60,New Updated House Tour!,thatyoutub3family,242617,0,0,0,0,0,0
ZH_Q9gEcyYs,Decorating Ty's School Locker! Making It Cool!,thatyoutub3family,44317,0,0,0,0,0,0
a3m7MropQJs,Pass The Present HOT POTATO Truth Or Dare Christmas Game!,thatyoutub3family,98082,1,0,0,1,0,0
EI6rU9ayylw,Most Tickets From The Arcade Wins! Family Activity Wars!,thatyoutub3family,35749,1,0,1,1,0,0
w_E6NEjuQbo,Surprising Audrey and Spencer!,thatyoutub3family,178684,0,0,0,0,0,0
norrDMAcHbg,Try To Squeeze In Challenge!,thatyoutub3family,41933,1,0,0,1,0,0
-NndVU3Dh54,Top That! Challenge,thatyoutub3family,42586,1,0,0,1,0,0
VEHvFZ8j9mA,Hot vs Cold Smoothie Challenge with Ghost Pepper Popcorn!!,thatyoutub3family,161110,1,0,0,1,0,0
kvnx-DSl9gI,Camp Food! What We Eat While Camping!,thatyoutub3family,32788,0,0,0,0,0,0
-Zh8JYkJVTk,Four Square Volleyball! Battle For Prizes And Punishments!,theadventurers,129379,1,0,1,1,0,0
Wyd_BU0b6m0,Come Play With Us! Don't Choose The Wrong Box! The DollMaker S4 E10,theadventurers,139674,0,0,0,0,0,0
u5mMiLV-90w,Last To Leave The Table Wins!,theadventurers,41829,1,0,0,1,0,0
SQQBySO4Iu0,Going Without Power For 24 Hours,theadventurers,385705,0,0,0,1,0,0
OG4Zr1ydtmo,2024 Summer Drink Competition!,theadventurers,37164,1,0,0,1,0,0
j4tm-_eIDlI,Recreate This Slime! Ty's Slime!,theadventurers,54925,0,0,0,0,0,0
drLBBAhlIww,Ty Ran Away! Surviving The Oregon Trail On Our Road Trip!,theadventurers,22422,0,1,0,0,0,0
ZX5LOnIuRw8,Game Night! Jackbox Survey Scramble!,theadventurers,21451,0,0,0,0,0,0
BRfFd-6U2T4,Who Has The BEST Night Time Routine?,theadventurers,63312,0,0,0,0,0,0
Fk7VBE09SAs,Decorating For Christmas Early! Who Did It Best?,theadventurers,304822,0,0,0,0,0,0
MJMBRNSf-mQ,Classified Information! New Pieces Of The Puzzle! The Visitors (File 5),theadventurers,147753,0,0,0,0,0,0
owKCQDahr30,Sounds Fishy! Family Game Night!,theadventurers,30369,0,0,0,0,0,0
geLPiDz39CU,Eat Lick Sniff Leave! Game Of Chance!,theadventurers,50648,1,0,0,1,0,0
1uAfhIDiln4,Guess The Drawing! Team Telestrations!,theadventurers,24609,1,0,0,1,0,0
tEisBQIR_bM,What's On Your Phone Game! Thanksgiving Edition,theadventurers,59755,0,0,0,0,0,0
hmH5PsWrqx0,Last One To Leave The Bubble Ball Wins!,theadventurers,121400,1,0,0,1,0,0
onjhTdnrgZE,Tinfoil Makeup Challenge! Girls Do Boys Makeup!,theadventurers,29555,1,0,0,1,0,0
zhmsqzYnYcY,Fall Decor And Treats!,theadventurers,32854,0,0,0,0,0,0
znX2qx1cj74,Betting On Mystery Food Boxes! Food Challenge!,theadventurers,230888,1,0,0,1,0,0
k20pewwadmU,Hiking Out Of Here! Winter Survival Challenge,theadventurers,21876,0,0,0,1,0,0
lT2mbQSp6M4,Mystery Wheel Trivia! Winter Survival Challenge,theadventurers,38263,1,0,0,1,0,0
5EEE9QLtJvs,Recreating Hersheys Milkshakes and Smores At Home,theadventurers,56205,0,0,0,0,0,0
VntI-HfKRsw,Last To Leave The Mystery Box Challenge Wins!,theadventurers,38726,1,0,0,1,0,0
mrnGnK8F-w0,Hiding In Plain Site! Don't Get Caught!,theadventurers,154529,0,0,1,0,0,0
PKnKRbybgRg,Family Game Night! Wordsmithery!,theadventurers,24394,0,0,0,0,0,0
4AlB2gdytRU,She's Baaack! The DollMaker Returns,theadventurers,147696,0,0,0,0,0,0
JBvyT3icNBw,The DollMakers Apprentices Vs Abigail! The DollMaker Season 5 Episode 6,theadventurers,104959,1,0,1,0,0,0
UcGrnLDfs4E,Annie Annie Over Game,theadventurers,119249,0,0,0,0,0,0
tJJ-r6UdScU,"Sardines, Hide And Seek, Infection Tag! @Shot of The Yeagers",theadventurers,53036,1,0,0,0,0,0
48ZCc9bQFXk,24 Hours Eating Only Dollar Store Food,theadventurers,95027,0,0,0,1,0,0
LIjtCREBAUk,Among Us IRL In Our Box Fort Movie!,theadventurers,855312,1,0,0,0,0,0
pX50RmbpDEo,Destroying Our House To Find This Hidden Inside! The Visitors (File 20),theadventurers,124011,0,0,0,0,0,0
FiOLAZs2kZs,Who Knows Mom Best?,theadventurers,33866,1,0,0,1,0,0
e0xM7QXd-xs,Encanto 3 Marker Challenge,theadventurers,48404,1,0,0,1,0,0
bbV02xEXoBs,Four Square Volleyball,theadventurers,52096,1,0,0,0,0,0
sS89FnQWwvA,Candle Blowing Challenge! Family Game Night!,theadventurers,61682,1,0,0,1,0,0
fOzpcZS74VQ,While Sneaking Out At Night This Happened! The Visitors (File 15),theadventurers,175356,0,0,0,0,0,0
zqaCWKQ2cUI,Trying Candy From Our Childhood!,theadventurers,42848,0,0,0,0,0,0
BrFRI9qVASY,Recreate This Slime Challenge!,theadventurers,65740,1,0,0,1,0,0
WwM5vbqYkPk,We Are Remodeling Our House!,theadventurers,192054,0,0,0,0,0,0
YyFhx8pFTBU,Last To Leave The Backyard Wins!,theadventurers,168508,1,0,0,1,0,0
z4P30Lg7JJM,We Bought A Goat And Two Chickens While Looking At Christmas Lights!,theadventurers,59404,0,0,0,0,0,0
vtCA_oeBhVo,LAsT tO LeAvE - Until You FALL (Who has the best finishing move),theadventurers,99447,1,0,0,1,0,0
bOZEhP9uxew,Come Play With Us! What Is In The Cauldron? The DollMaker S4 E11,theadventurers,116554,0,0,0,0,0,0
CSG8lkXvJ6A,Stuff Happens! Ranking Painful Events! Family Game Night!,theadventurers,37703,0,0,0,0,0,0
Sd-cS1-dGnA,Pranking My Family And Then Surprising Them With Something Awesome!,theadventurers,80312,1,0,1,0,0,0
7pclnlxyV88,Competing In Our First Karate Tournament!,theadventurers,41649,1,0,0,0,0,0
0v12E4FV0t4,Jake Drives With Distraction Dad!,theadventurers,324593,0,0,0,0,0,0
AGsgQ6ACYEw,Swimming Pool Challenges!,theadventurers,49078,1,0,0,1,0,0
vPZI6W58b8s,Trying Foods We Don't Like!,theadventurers,66724,0,0,0,0,0,0
MzebgFCZlYU,Fall Bake Off! Boys Vs Girls!,theadventurers,61480,1,0,1,1,0,0
zcWBc7Xa-60,New Updated House Tour!,theadventurers,242619,0,0,0,0,0,0
ZH_Q9gEcyYs,Decorating Ty's School Locker! Making It Cool!,theadventurers,44320,0,0,0,0,0,0
a3m7MropQJs,Pass The Present HOT POTATO Truth Or Dare Christmas Game!,theadventurers,98084,1,0,0,1,0,0
EI6rU9ayylw,Most Tickets From The Arcade Wins! Family Activity Wars!,theadventurers,35749,1,0,1,1,0,0
w_E6NEjuQbo,Surprising Audrey and Spencer!,theadventurers,178689,0,0,0,0,0,0
norrDMAcHbg,Try To Squeeze In Challenge!,theadventurers,41933,1,0,0,1,0,0
-NndVU3Dh54,Top That! Challenge,theadventurers,42586,1,0,0,1,0,0
VEHvFZ8j9mA,Hot vs Cold Smoothie Challenge with Ghost Pepper Popcorn!!,theadventurers,161112,1,0,0,1,0,0
kvnx-DSl9gI,Camp Food! What We Eat While Camping!,theadventurers,32800,0,0,0,0,0,0
mOkhT0VxpN8,"How I Found God Again...Leaving Behind Crystals, Numerology and more..",thebramfam,181925,0,0,0,0,0,0
ABpEiaX9Y2o,Trying To Resolve Family Drama Goes Wrong... Episode 8,thebramfam,498284,0,0,1,0,0,0
teUFHyCgeD0,What we HATE and LOVE about each other (NO HOLDING BACK),thebramfam,82100,0,0,1,0,0,0
UxFdlPkucz0,BRAMTY PRANKS HER BROTHER AND IT GOES VERY WRONG...,thebramfam,291199,1,1,1,0,0,0
QTOFcvkKPDU,EXTREMLY SICK IN A FOREIGN COUNTRY...OUR WORST NIGHTMARE,thebramfam,96095,0,1,0,0,0,0
5ogknFz1AyQ,WE ACCIDENTALLY ATE EXPIRED FOOD AND GOT SCAMMED,thebramfam,155527,0,0,0,0,0,0
5MYRmwVrGL8,My Husband Was DETAINED at the Airport! We had to pay $10K.,thebramfam,105501,0,0,0,0,0,0
XA6-UDk3CG8,THE BRAMFAM TOOK A RISK AND FLEW TO CHINA! *COME TRAVEL WITH US*,thebramfam,97146,0,0,0,0,0,0
U_MKnG2DQwo,LUIS WANTS ANOTHER BABY BUT I WANT TO FOCUS ON MYSELF...,thebramfam,118943,0,1,1,0,0,0
c3jmfDy-Eec,Bramty Gets Defensive and Speaks Her Mind - Episode 5,thebramfam,583099,0,0,1,0,0,0
kyNpENHb6po,COME CLEAN OUR HOUSE WITH US! (PUTTING THE KIDS TO WORK TOO),thebramfam,194257,1,0,0,0,0,0
hMEdMKyxPhY,POV: WE HAD A BIG FAMILY ARGUMENT AT DINNER (COME SIT WITH US),thebramfam,99452,0,0,1,0,0,0
TUquZY-odUM,ANSWERING QUESTIONS WE'VE BEEN AVOIDING...,thebramfam,110919,0,0,0,0,0,0
72zbst7LWBc,"Spend The Day With Bramty! (GRWM, Workout, Errands, Girl Talk)",thebramfam,74846,0,0,0,0,0,0
b4lGZP0i9_E,WE SPENT 8 DAYS OUT OF THE COUNTRY AND THIS IS HOW IT WENT...,thebramfam,136361,0,0,0,0,0,0
TkcM86leWAg,Bramty Meets her Sister and Learns about her Father - Episode 6,thebramfam,629893,0,0,0,0,0,0
2Lrij3hcTnw,I RUINED OUR NEW HOME!!! IT'S SOOO UGLY!,thebramfam,55417,0,1,0,0,0,0
k1B952Tpiog,A WEEK IN OUR LIFE LIVING OUT OF THE COUNTRY! It gets crazier everyday...,thebramfam,101651,0,0,0,0,0,0
ZA5tuHoi7hI,New House and Lots of Arguments - Episode 2,thebramfam,724327,0,0,1,0,0,0
vBrQB9q7apk,Caught my husband GASLIGHTING ME on camera! (Who's Wrong??),thebramfam,56038,0,0,1,0,0,0
IrqN2wtluXA,TRAVELING TO A 3RD WORLD COUNTRY AND WHY PEOPLE GOT MAD AT US...,thebramfam,70595,0,0,0,0,0,0
4TgM9GuO8NU,OUR 3RD ANNUAL FAMILY TRIP! (WE FOUGHT THE ENTIRE TIME),thebramfam,160145,0,0,1,0,0,0
_bWZ9sHliCw,I FOUND MY WEDDING RING!!!,thebramfam,87945,0,0,0,0,0,0
7j-EGfmFJPU,opening up about something that happened in my childhood...,thebramfam,211601,0,0,0,0,0,0
-BV0RJNfpns,BALCOM HAD TO GO BACK INTO SURGERY...,thebramfam,75785,0,1,0,0,0,1
JhCka__ZfME,"Bramty and Luis EXPOSE the SECRETS NO ONE wants you to know! (health, lifestyle, and more)",thebramfam,174440,0,0,0,0,0,1
qah6stEPjrk,Bramty breaks down and opens up...,thebramfam,160519,0,1,0,0,0,0
GaxC6xkWa6A,"PENELOPE GETS CHASED BY BIRDS, BALCOM JOINS BASEBALL, HEALTHY FOOD SHOPPING AND MORE!",thebramfam,173873,0,0,0,0,0,0
8IwA7XaD2kY,This Is Why We Stopped Making Videos...+ HOUSE TOUR!!!,thebramfam,130418,0,0,0,0,0,0
eO9lsjPplmk,PEOPLE MIGHT JUDGE US FOR THIS...WE HIRED A NANNY!!!,thebramfam,109714,0,0,0,0,0,0
EMjt_s1ypTg,We SOLD OUR HOUSE and Left to Costa Rica for a MONTH!!!,thebramfam,219235,0,0,0,0,0,0
4SyBBHdiD4Y,WE SOLD OUR HOUSE AND MOVED!!!,thebramfam,234276,0,0,0,0,0,0
RyJNHGILQdQ,We Took Our Kids To Meet Their FAVORITE CELEBRITIES! *THEY GOT SLIMMED*,thebramfam,46670,0,0,0,0,0,0
S4SEEBKL22A,"COME TAKE A TOUR OF OUR HOME GYM!!! (BOXING AREA, PILATES, AND MORE)",thebramfam,139443,0,0,0,0,0,0
VRe133rUNq4,DATING A DIVORCED MAN WHO ALREADY HAD A CHILD *Meet My New Sister In Law Who Made Me An Aunt!!*,thebramfam,125267,0,0,0,0,0,0
DyptA2mquC4,WE REUNITED WITH THE ENTIRE FAMILY AND PARTIED 🤪,thebramfam,132622,0,0,0,0,0,0
w4fIQXfw_Do,Why Can't Bramty KEEP ANY FRIENDS?! (Opening Up About Past Friendships),thebramfam,250377,0,1,1,0,0,0
nQzzhU4gInw,Bramty Has A HUGE PROBLEM!!! *SPENT OVER $100K!*,thebramfam,54587,0,1,0,0,0,0
w5m6GjI1muw,WE TOOK A TRIP OUTSIDE THE COUNTRY FOR OUR 10 YEAR WEDDING ANNIVERSARY!!,thebramfam,139086,0,0,0,0,0,0
y9lKRckHnlw,THE WORST ACCIDENT TO HAPPEN TO BALCOM! STEPPED ON A HUGE NAIL!!!,thebramfam,228718,0,1,0,0,0,0
99mSInuVLAA,What's the TRUTH? Why Isn't My Dad In My Life? - Episode 7,thebramfam,542225,0,0,0,0,0,0
JyHYBWIAhh0,The SCARIEST NIGHT of our lives in a different country! We're leaving.,thebramfam,114452,0,0,0,0,0,0
e0EXjzsbG2A,the days leading up to Bramty's surgery...,thebramfam,128843,0,0,0,0,0,1
otF2LDJXmzM,LEVY COMPETES IN HER FIRST PAGEANT! PENELOPE COMPETES AFTER 2 YEARS!,thebramfam,180283,1,0,0,0,0,0
RNOt2JfCSDg,Bramty Got In A Car Accident...,thebramfam,73308,0,1,0,0,0,0
KCzTgyZ1hAg,TAKING OUR KIDS OUT OF PUBLIC SCHOOL TO HOMESCHOOL… (HERE’S WHY),thebramfam,167890,0,0,0,0,0,0
0HXKOx_A9UE,"$1,000 TO SPEND ON EVERYONE ELSE BUT OURSELVES! (BRAMTY CALLS OUT ANOTHER INFLUENCER)",thebramfam,96300,0,0,1,0,0,0
PrS9jhxV3yM,THIS ALMOST ENDED VERY BADLY!!! *SCARY MOTOR VEHICLE ACCIDENT*,thebramfam,199408,0,1,0,0,0,0
X-Xae0ZXhy8,WE HIRED A NEW TEACHER TO HOME-SCHOOL OUR KIDS!!!,thebramfam,107549,0,0,0,0,0,0
O6UfRMJjolE,SETTLING INTO OUR NEW HOME + LIFE UPDATES...,thebramfam,152092,0,0,0,0,0,0
yagX3nxa3Kk,BALCOM GOT INTO ANOTHER HUGE ACCIDENT! (DROVE FAST INTO A LAMP POST!),thebramfam,169843,0,1,0,0,0,0
Ds2s6vlgJB0,we're moving out the US and here's why...,thebramfam,179408,0,0,0,0,0,0
JcPEK-_CZRo,BALCOM GETS SURGERY IN CHINA! (WE'VE WAITED YEARS FOR THIS),thebramfam,103784,0,1,0,0,0,1
rpGlSk0mBM4,"""ARE YOU CHEATING ON ME?!"" ACTING CRAZY PRANK!",thebramfam,125763,1,1,1,0,0,0
XhSCkb9YimU,I Absolutely REFUSE to Take My Husbands Last Name! Here's Why...,thebramfam,61760,0,0,0,0,0,0
8oEm-2azViQ,I need to clear my name... (Luis explains why he made toxic decisions),thebramfam,232938,0,0,0,0,0,0
mZX74DoCGXU,Donating 100 THINGS CHALLENGE! *THEY WEREN'T HAPPY*,thebramfam,45060,1,1,0,1,0,0
2GFYTMamm2s,SPENDING THE ENTIRE DAY AT UNIVERSAL STUDIOS IN JAPAN!!! (& EVERYTHING WE ATE),thebramfam,92511,0,0,0,0,0,0
hbqie7xxxKw,Pregnancy Journey & Resolving Issues with my Husbands Mom - Ep 3,thebramfam,776493,0,0,0,0,0,0
W4ncdF_7lYk,I'm not proud of what I've done...(eye opening phone call),thebramfam,71057,0,1,0,0,0,0
9a4tMfgicjM,Target Shopping Haul For Our New House! *Shop with Me*,thedashleys,62670,0,0,0,0,0,0
U_0KOEfESi8,OPENING FAN MAIL FOR THE LAST TIME,thedashleys,44960,0,0,0,0,0,0
UPXML0Eq3pU,Stay-At- Home Dad and 3 Year Old Play the Sweetest Game Every Morning ☀️,thedashleys,31163,0,0,0,0,0,0
U2gLeZ1OMNI,Mom Had No Idea We Were Surprising Her With This...**Surprising Ashley**,thedashleys,61368,0,1,0,0,0,0
RE50-7pRm8g,MY BABY STARTED TALKING + Story Time...,thedashleys,32569,0,0,0,0,0,0
0n4O2IkyQu0,Mom's Dream Came True! *Triplets lol*,thedashleys,36811,0,0,0,0,0,0
i1YbEzaov14,BABY Meets BABY ANIMALS For the First Time!,thedashleys,26441,0,0,0,0,0,0
LONp4Kc-cyc,We Took A Family Road Trip to the Beach! *Dad's Birthday Surprise*,thedashleys,28039,0,0,0,0,0,0
EXHkxR-KUqY,I Hired A Professional Stylist To Go Through My Closet! 🤯,thedashleys,33454,0,0,0,0,0,0
ZAVhUqFbjhk,And The Puppy's Name Is...,thedashleys,121307,0,0,0,0,0,0
TZjLLUEpV8Y,The Best Surprise For My Mom!!!,thedashleys,48052,0,1,0,0,0,0
7N4WyGyEObY,Packing Everything For A Last Minute Vacation,thedashleys,31659,0,0,0,0,0,0
4mYsdOvKqjo,Sick Sister 😢 + Baby Violet's New Tricks,thedashleys,35652,0,1,0,0,0,0
ubx3D8EtnqU,James Goes On Her First Date!! **Guess With Who**,thedashleys,30681,0,0,0,0,0,0
lqjbi7qt_tw,My pregnant wish came true...and I kinda hated it,thedashleys,37280,0,0,0,0,0,0
1IMd2aZ2YWw,RV TOUR // Family of 4 Living in a 5th Wheel! (349M 2021 Grand Design Momentum Toy Hauler),thedashleys,61602,0,0,0,0,0,0
AdFxzIdSZek,Father's Day Was Great Until I Broke My Tooth 🥳😬,thedashleys,31912,0,0,0,0,0,0
8D92xgHVlhA,He Proposed In My Kindergarten Classroom *Surprise Proposal Story*,thedashleys,24574,0,0,0,0,0,0
RnWetfNmR2Q,Surprising Our Kids with A New Backyard Pet!!!,thedashleys,47546,0,0,0,0,0,0
jkHs1oQ3_qI,SHE WAS NOT READY FOR THIS!,thedashleys,32113,0,1,0,0,0,0
xIFtlTq7YCY,Baby Reacts to New Found Fame - Daily Routine and A New Surprise,thedashleys,33171,0,0,0,0,0,0
ZEBo0tIdpS0,Opening Packages From Strangers 2022!! 📦,thedashleys,35181,0,0,0,0,0,0
Fu6xJWfrdg0,"SURPRISING MY HUSBAND WITH HIS DREAM GIFT | Hilarious, Emotional THE PERFCT GIFT",thedashleys,27921,0,0,0,0,0,0
2eyhg3_rBAI,The Candy Challenge with Toddler Siblings (Shocked),thedashleys,738982,1,1,0,1,0,0
SUI5-Oe08D4,Opening His Birthday Presents and WE'RE LEAVING TOMORROW,thedashleys,27425,0,0,0,0,0,0
c85SaQeaMzE,Bringing Baby Home + Name Reveal!,thedashleys,94680,0,0,0,0,0,1
