video_id,content_type,emotional_manipulation,commercial_signals,child_role,privacy_concern,clickbait_level
j5HWobDq1gE,error,error,error,error,error,error
2H3uxDHPuSE,error,error,error,error,error,error
daFowAovkLI,error,error,error,error,error,error
pXTC149GndU,error,error,error,error,error,error
e5lHq3yOlkA,error,error,error,error,error,error
6j0QXtqLTFM,error,error,error,error,error,error
6r3yLA9zcZQ,error,error,error,error,error,error
KBVRo0zG7ow,error,error,error,error,error,error
3Z1osUQeJmE,error,error,error,error,error,error
2UzkG4eWQj0,error,error,error,error,error,error
3bxzoEBhdrU,error,error,error,error,error,error
fHDTMCp5TYc,error,error,error,error,error,error
LTvKMTgA4aY,error,error,error,error,error,error
obumy_JgUTE,error,error,error,error,error,error
0mxVyBUzPQc,error,error,error,error,error,error
tEheI3bwnuw,error,error,error,error,error,error
_Ri2QeoXoZE,error,error,error,error,error,error
UydQoVlmPjg,error,error,error,error,error,error
JmUyEZ0VDAw,error,error,error,error,error,error
4ZTkVloUvO4,error,error,error,error,error,error
1oYHV3f8qyk,error,error,error,error,error,error
FsmIDEeBAe4,error,error,error,error,error,error
zLD3FggN_ok,error,error,error,error,error,error
MkymHDCcqY8,error,error,error,error,error,error
xxNH6l0gmW4,error,error,error,error,error,error
_NpUEp9Ok3k,error,error,error,error,error,error
6rYPwC6VW9Y,error,error,error,error,error,error
UUdb8ydBhi0,error,error,error,error,error,error
voLm0qBcrxQ,error,error,error,error,error,error
-HRP402jj0o,error,error,error,error,error,error
vlV4hFRjUyo,error,error,error,error,error,error
5zdXqMDwKkg,error,error,error,error,error,error
ODbzX_VDAPI,error,error,error,error,error,error
_MzruPFOe9c,error,error,error,error,error,error
pefSAfUXGv4,error,error,error,error,error,error
ryV1Fnh2hkA,error,error,error,error,error,error
0jEP7h1fAzA,error,error,error,error,error,error
LLBbIwwVDJM,error,error,error,error,error,error
x-nagrd8mV8,error,error,error,error,error,error
egfPUvm6Ec8,error,error,error,error,error,error
UsoB88lGdEE,error,error,error,error,error,error
ZTrlrn0SD24,error,error,error,error,error,error
x_LcYDuiOsk,error,error,error,error,error,error
kbnC0CG1JiA,error,error,error,error,error,error
pFuDc6k2WTY,error,error,error,error,error,error
J4c3k-_G-d8,error,error,error,error,error,error
MKR4dAxeHTQ,error,error,error,error,error,error
AbpEZTwSfXs,error,error,error,error,error,error
LeKcXFgz_kA,error,error,error,error,error,error
JuvskAwRbsU,error,error,error,error,error,error
4LYOjA4OIMg,error,error,error,error,error,error
by1Lm95LK2M,error,error,error,error,error,error
4vzGrdxpJeM,error,error,error,error,error,error
N_1bAZuDBQ8,error,error,error,error,error,error
j1K8uX8CvFg,error,error,error,error,error,error
qU19GV4TcCQ,error,error,error,error,error,error
SZ0ie4xP6yQ,error,error,error,error,error,error
RLPKUR4-S4Q,error,error,error,error,error,error
JBPbK3ZjVIM,error,error,error,error,error,error
_KZS4B7vkKI,error,error,error,error,error,error
yjYMgguTd40,error,error,error,error,error,error
jcds4laS_Gg,error,error,error,error,error,error
KdfWjawGR2U,error,error,error,error,error,error
H7m6EYpjFMg,error,error,error,error,error,error
chxUD8bL974,error,error,error,error,error,error
bdCmPYPCz4U,error,error,error,error,error,error
yqfiHJdtmRo,error,error,error,error,error,error
_8riwfGXb8k,error,error,error,error,error,error
GPylRL53sN4,error,error,error,error,error,error
7wyUFpIDbnA,error,error,error,error,error,error
ausiNXIbmsk,error,error,error,error,error,error
5HCf9WfFV7E,error,error,error,error,error,error
2kqraAe_Etc,error,error,error,error,error,error
I82ii4jiSFU,error,error,error,error,error,error
5mR9p5ZhRKQ,error,error,error,error,error,error
yaEkkuHro7A,error,error,error,error,error,error
GhRb9VUZOKI,error,error,error,error,error,error
l8FbT9D1Gk,educational,none,none,unclear,none,mild
d8md3uAKX8k,daily_vlog,none,none,unclear,none,none
SxTPKXNxCpc,daily_vlog,none,none,unclear,none,mild
EvEp-vMXtQ4,other,none,none,unclear,none,mild
ZqsMXRh_qKg,daily_vlog,none,none,unclear,none,none
vYYqvvCZp9k,daily_vlog,none,none,unclear,none,mild
ZS60WqwUMlE,daily_vlog,none,none,unclear,none,none
pC1LvkMPR5U,daily_vlog,none,none,unclear,none,none
pC2t-8Dgl-I,storytime,mild,none,unclear,low,none
im1KJ595kxA,daily_vlog,none,none,unclear,none,none
B7HjmXdReyQ,travel,none,none,co_star,low,none
0VSeKDkC_Mc,daily_vlog,none,none,unclear,low,none
UqzmpVY9Klg,educational,none,none,unclear,none,mild
XuUeotZ8doU,storytime,mild,none,unclear,low,moderate
8aLNkVpOtPs,educational,none,none,unclear,none,mild
TXscVLy1xek,daily_vlog,none,none,unclear,low,none
FgdMKMM9MpA,daily_vlog,none,none,protagonist,low,none
BD-m8KjLqvI,cooking,none,none,unclear,low,none
t6mHyqd0qMY,travel,none,none,unclear,low,none
IU_h57PqnKo,daily_vlog,none,none,protagonist,low,none
R94GR9TSU2k,daily_vlog,none,none,co_star,low,mild
xniz9UeXJ7M,daily_vlog,mild,none,co_star,low,moderate
ZSJKm9UGTts,daily_vlog,none,none,co_star,low,mild
sQ2KoSoSPSo,daily_vlog,none,none,co_star,low,mild
J_zaZ9BzlF8,daily_vlog,none,none,co_star,low,mild
xzcNIGGZM-U,daily_vlog,none,none,co_star,low,moderate
LKG-tu5nK1Q,daily_vlog,none,none,co_star,low,mild
hl9-53r5c8c,daily_vlog,mild,none,co_star,low,mild
Um7lHRKH93Q,daily_vlog,none,none,co_star,low,mild
TOLsSJuaUss,daily_vlog,mild,none,co_star,low,mild
xA-a7FqdKMI,daily_vlog,mild,none,unclear,low,moderate
LdJ7yPKJ3rM,daily_vlog,mild,none,unclear,low,moderate
XJD3MxTArcM,daily_vlog,mild,none,unclear,low,moderate
asfl68wFkTY,daily_vlog,none,none,protagonist,moderate,mild
ZTH7BmLe-dE,daily_vlog,mild,none,unclear,low,moderate
oTR93YOrD4E,daily_vlog,none,none,protagonist,moderate,mild
p_lSHYBuqEQ,daily_vlog,none,none,co_star,low,mild
kuOV2wsCQkI,daily_vlog,none,none,co_star,low,mild
jqV4V8LlHNY,daily_vlog,mild,none,unclear,low,moderate
Uz4jCN5PknY,cooking,none,none,unclear,none,none
KWIq1e7hujg,travel,mild,none,unclear,none,moderate
UT6EARqTjc0,daily_vlog,none,none,unclear,none,none
BFGEPE02_yg,daily_vlog,none,none,unclear,none,none
fg556sKq420,storytime,mild,none,unclear,low,mild
zPBaj8ON4W0,daily_vlog,none,none,co_star,none,none
N4OQmB4jtuQ,daily_vlog,none,none,unclear,none,none
dMjDm3gGI_s,storytime,moderate,none,unclear,moderate,moderate
SE0vYzFWWuQ,daily_vlog,mild,none,unclear,none,none
dn-N8b-mBws,storytime,moderate,none,co_star,low,moderate
v0GmoBQoUp8,travel,none,none,unclear,none,none
1G_7c2VAReI,storytime,severe,none,unclear,moderate,severe
dekuPQrBMmw,daily_vlog,none,none,unclear,none,mild
s4OZggJc2dY,daily_vlog,mild,none,unclear,none,moderate
fapVIfhm8L8,daily_vlog,none,none,unclear,none,mild
qgJ1-6rvBaU,daily_vlog,none,none,unclear,none,mild
KUdr8uyNw10,storytime,moderate,none,unclear,moderate,moderate
9P0SjGZ5OZ0,daily_vlog,none,none,unclear,none,mild
jPZvn9TQa4c,unboxing,mild,none,unclear,none,moderate
vS05wVa3BFU,daily_vlog,mild,none,unclear,moderate,moderate
g6Ki5rT8VAw,storytime,moderate,none,unclear,moderate,moderate
J6NWDRy_ar0,storytime,moderate,none,unclear,moderate,severe
aevaMsHmeg0,daily_vlog,none,none,unclear,low,mild
En9qYI3ZY3M,storytime,moderate,none,unclear,low,severe
A2Fiu81B4-0,storytime,moderate,none,unclear,low,severe
zEayjrSKcBM,daily_vlog,none,none,unclear,low,mild
T4etQQJy5J8,unboxing,mild,none,unclear,low,severe
FBoy0aHEHmI,daily_vlog,none,none,unclear,low,mild
ZTH41Y58n5o,daily_vlog,mild,none,unclear,low,severe
zhvCUlNa2-U,daily_vlog,mild,none,unclear,low,mild
W4f-AerI5wI,cooking,none,none,unclear,low,mild
6vwjfsf7Y6Y,other,none,none,unclear,none,none
wJtOg7zOy50,other,none,none,unclear,none,none
mmP8V50x1uE,other,none,none,unclear,none,none
ayUFXA3rOV8,travel,none,none,unclear,none,none
cqL7tPoo8LA,other,none,none,unclear,none,none
kT4MeAdOm9E,other,none,none,unclear,none,none
JOf5snxwHFQ,other,none,none,unclear,none,none
A1-SAUFfPBU,other,none,none,unclear,none,none
UhfYlZHs7wg,other,none,none,unclear,none,none
e7KlwLNHMnM,other,none,none,unclear,none,mild
bo_JxMdLDKs,daily_vlog,none,none,unclear,none,none
s2F3S3VvPfs,daily_vlog,none,none,unclear,none,none
2GXhyDXKERw,daily_vlog,none,none,unclear,none,none
bEo0O7iYNjE,daily_vlog,none,none,unclear,none,none
TSzPgBIbFsw,daily_vlog,none,none,unclear,none,none
abo54OxUKRM,daily_vlog,none,none,unclear,none,none
UlIqoHR7dS4,other,none,none,unclear,none,none
IQIMUswCObo,daily_vlog,none,none,unclear,none,none
kP5ydcdvtj8,daily_vlog,none,none,unclear,none,none
9ISASKjXH9s,daily_vlog,none,none,unclear,none,none
ShL5YVoX82E,daily_vlog,none,none,unclear,none,none
V-ApQQPliLQ,daily_vlog,none,none,unclear,none,none
tjknX3oECGM,daily_vlog,none,none,unclear,none,none
YdvgpuyTkdw,daily_vlog,none,none,unclear,none,none
Y2h5PCUmXS8,daily_vlog,none,none,unclear,none,none
AFatxGCPo7o,daily_vlog,none,none,unclear,none,none
mZ4BD_VM41w,daily_vlog,none,none,unclear,none,none
RbzR8ren5yo,daily_vlog,none,none,unclear,none,none
YbHtsfw6ytU,daily_vlog,none,none,unclear,none,none
gD4B0tkZEW8,daily_vlog,none,none,unclear,none,none
3vo-jzO6tno,daily_vlog,none,none,unclear,none,none
f8GAFN1SBE0,daily_vlog,none,none,unclear,none,none
ugmaRhGuqGw,daily_vlog,none,none,unclear,none,none
CKTVd_wvfcw,daily_vlog,none,none,unclear,none,none
D5jm4IdyR8Y,daily_vlog,none,none,unclear,none,mild
sg1ZztHl_-E,daily_vlog,none,none,unclear,none,none
OPi69NVQmmY,daily_vlog,none,none,unclear,none,none
Q5p3Cd6U4Pk,daily_vlog,none,none,unclear,none,none
j4T5k_N8Jbw,daily_vlog,none,none,unclear,none,mild
68za-DSXCNU,daily_vlog,none,none,unclear,none,none
mp4YoAyOuws,daily_vlog,none,none,unclear,none,none
8dOWYbDiNK4,daily_vlog,none,none,unclear,none,none
jz-ZvL6BCnw,daily_vlog,none,none,unclear,none,none
PDl3jK_xTKE,daily_vlog,none,none,unclear,none,none
C6JkJZmix3E,daily_vlog,none,none,unclear,none,none
zEpQOCHz8pQ,daily_vlog,none,none,unclear,none,none
4S3F380IMbo,daily_vlog,none,none,unclear,none,none
9pAGVSdeEuk,daily_vlog,none,none,unclear,none,none
72s3Ns0a-Uk,daily_vlog,none,none,unclear,none,none
n1F6BYnhheI,daily_vlog,none,none,unclear,none,none
171e_Au5eSc,daily_vlog,none,none,protagonist,low,none
pLoE3KFTSiY,daily_vlog,mild,none,cameo,low,mild
90R0Ngejmbc,daily_vlog,none,none,cameo,low,none
gw4lSym8aas,daily_vlog,none,none,protagonist,low,none
cTm4dIzI-uE,daily_vlog,none,none,cameo,low,none
VszJijBmuQI,daily_vlog,none,none,cameo,low,none
6ctuE_I8gFw,daily_vlog,mild,none,cameo,low,mild
QvjK0juc13I,daily_vlog,none,none,protagonist,low,mild
y0rpAIXsz7w,daily_vlog,mild,none,cameo,low,mild
rLEOs7MPQgk,daily_vlog,none,none,cameo,low,none
IedF5DKCHLI,daily_vlog,none,none,co_star,low,none
fo4GOxQW4io,daily_vlog,none,none,co_star,low,none
dcO4sKvu9WY,daily_vlog,none,none,co_star,low,none
BhJhHS9Bhlo,daily_vlog,none,none,co_star,low,mild
-DRTqUaGQjk,daily_vlog,none,none,co_star,low,none
zr4edRqvVdM,daily_vlog,none,none,co_star,low,none
ERHL-zF_nko,daily_vlog,none,none,co_star,low,none
SQwbiEzP0G4,unboxing,none,none,protagonist,low,mild
kbGkEHW5OOQ,daily_vlog,none,none,co_star,low,mild
MxsNP8XxE6o,daily_vlog,none,none,co_star,low,mild
GZrozQgcVUE,daily_vlog,none,none,co_star,low,none
pLXLOiK2548,daily_vlog,none,none,co_star,low,none
yd81jbmw0GM,daily_vlog,none,none,co_star,low,none
LiSm3f70Efg,daily_vlog,none,none,co_star,low,none
sA8LcQrHez0,daily_vlog,none,none,co_star,low,none
vLUdTNHrhIY,daily_vlog,mild,none,co_star,low,mild
evWzWwbhqDo,travel,none,none,co_star,low,none
WjT-W-4f-GA,cooking,none,none,co_star,low,none
6lCPoTHBDak,daily_vlog,none,none,co_star,low,none
_NXWMUcjzAc,daily_vlog,mild,none,co_star,low,mild
GemjuzX0sOM,daily_vlog,none,none,co_star,low,none
gEPwKzlOQYM,daily_vlog,none,none,co_star,low,mild
qXxAmkAa_l4,daily_vlog,none,none,co_star,low,mild
d0tTr9QQV8w,daily_vlog,none,none,co_star,low,none
-fzaMJvfFn0,daily_vlog,none,none,co_star,low,none
cmVNFHLVWOg,storytime,moderate,none,cameo,moderate,moderate
7agxhNm-LH0,daily_vlog,none,none,protagonist,low,none
PWFl-h7guGY,daily_vlog,none,none,co_star,low,none
ktM-mILEjyk,storytime,mild,none,co_star,low,moderate
rkY8p4EnvRk,daily_vlog,none,none,co_star,low,mild
l5mRkthyJMg,daily_vlog,moderate,none,co_star,low,moderate
LZC3J410C3I,daily_vlog,none,none,co_star,low,mild
yvPDb_nxD4I,daily_vlog,none,none,co_star,low,mild
cw5lVk5pkE4,daily_vlog,none,none,co_star,low,mild
DgLeXSIB8d0,daily_vlog,none,none,co_star,low,mild
BUAkQ_a8v3E,daily_vlog,none,none,co_star,low,mild
Q71MmY9eleY,daily_vlog,moderate,none,co_star,low,moderate
ZbgtsAuGods,daily_vlog,none,none,co_star,low,mild
XT0U9tIAuT8,daily_vlog,none,none,co_star,low,mild
O-lRaU_f4SU,daily_vlog,moderate,none,co_star,low,moderate
xEceR05YvRY,storytime,mild,brand_mention,unclear,low,moderate
6zQjVPGFfio,reaction,none,brand_mention,unclear,low,mild
6fIN53JNjb8,daily_vlog,none,none,unclear,low,none
WhAEjVUa36A,reaction,none,none,unclear,low,mild
yOc76SZxY64,daily_vlog,none,none,unclear,low,none
qRMp6C7Q1DE,daily_vlog,none,none,unclear,low,none
dZbj_uLV9VY,storytime,mild,none,unclear,low,moderate
ZEIeOXArpi0,storytime,mild,none,unclear,low,moderate
8ktL9SuTJNo,daily_vlog,none,none,unclear,low,none
QYzrPO0EjRs,daily_vlog,none,none,unclear,low,none
Lse5ZfoEpw8,daily_vlog,none,none,unclear,low,none
FLZ8gh47X6I,daily_vlog,none,none,unclear,low,none
pRVQsT58uag,storytime,mild,none,unclear,low,mild
APwaP5JbHjA,travel,none,brand_mention,unclear,low,none
QJEnWK4OvCo,travel,none,brand_mention,unclear,low,none
fB0Ou0t9MhU,unboxing,none,none,unclear,low,none
k9lgOb4LVh8,daily_vlog,none,none,unclear,low,none
lTccUywjULc,daily_vlog,none,brand_mention,unclear,low,none
DkRrICQqFro,daily_vlog,none,none,unclear,low,none
4O4AXlia_Fs,travel,none,none,unclear,low,none
mdKh4crSw9U,daily_vlog,none,none,unclear,low,none
KkFMyeVhGz4,daily_vlog,none,none,unclear,low,none
QyYpmjLGHMo,daily_vlog,none,none,protagonist,low,none
jMe9yCH0KUU,storytime,mild,none,unclear,low,mild
dWQWugbS9xQ,daily_vlog,none,none,unclear,low,none
qPeeDVMoSr0,daily_vlog,none,none,unclear,low,none
yONmIt-aA7I,daily_vlog,none,none,unclear,low,none
CyB3tM0-g7E,daily_vlog,none,none,unclear,low,mild
5BOTd5U6h40,daily_vlog,none,none,unclear,low,none
W-eWw1Dg1pM,travel,none,none,co_star,low,none
psq76RRqHMY,error,error,error,error,error,error
fuM_hZQx4Zg,error,error,error,error,error,error
kLsZ10K7aZg,error,error,error,error,error,error
R_w4omm9EEg,error,error,error,error,error,error
f3zIWYG29Ew,error,error,error,error,error,error
u5FhFU6qpz4,error,error,error,error,error,error
c2fD27I99A8,error,error,error,error,error,error
3aqntTHBIOU,error,error,error,error,error,error
A5BL07jaNN0,error,error,error,error,error,error
-RvXZjV7HmY,error,error,error,error,error,error
XSfMFtIfObQ,error,error,error,error,error,error
CKVxCoKkGOE,error,error,error,error,error,error
zNPix6Gkq_I,error,error,error,error,error,error
Y-DaPS4Af3U,error,error,error,error,error,error
2mTM0nWdF7w,error,error,error,error,error,error
H8PW9q_DkB8,error,error,error,error,error,error
QKUuK_yBvS0,error,error,error,error,error,error
6yZT5ebPCBA,error,error,error,error,error,error
Xd8_pDK5hNI,error,error,error,error,error,error
Ap60Nz1QZ0w,error,error,error,error,error,error
4P6mzxG95cs,error,error,error,error,error,error
oT9gEZqa5yc,error,error,error,error,error,error
2vb6YLvCwsA,error,error,error,error,error,error
oVcCTvedIZs,error,error,error,error,error,error
o5KfXdOsct4,error,error,error,error,error,error
dIVLjAzGMr8,error,error,error,error,error,error
wqZRct7hdO8,error,error,error,error,error,error
yNutYB1PuqU,error,error,error,error,error,error
Zan65zXZDEE,error,error,error,error,error,error
vyu7R9FcpOU,error,error,error,error,error,error
sIx8HrupCCk,error,error,error,error,error,error
Q6xtnKd28qM,error,error,error,error,error,error
CowAQWJp1Pg,error,error,error,error,error,error
-o-YqvwYGuA,error,error,error,error,error,error
uM4Ci8VxK1s,error,error,error,error,error,error
XagTYCAa1yk,error,error,error,error,error,error
qp3CoO9Lcy8,error,error,error,error,error,error
RdIFz5LZ_AI,error,error,error,error,error,error
SWhBy8bdJkI,error,error,error,error,error,error
EMdSBqBDGbk,error,error,error,error,error,error
4LseDdeTpms,error,error,error,error,error,error
ntn1XLMgga8,error,error,error,error,error,error
em1r-UwSC6s,error,error,error,error,error,error
-8kotRwsq3g,error,error,error,error,error,error
jHSz72W6ow0,error,error,error,error,error,error
HTNdzGC_6RA,error,error,error,error,error,error
IGjrlsjeYQk,error,error,error,error,error,error
X-MJZFUqjQU,error,error,error,error,error,error
tqOrg5pZW7o,error,error,error,error,error,error
po7GQsI1zH4,error,error,error,error,error,error
xYioQctWEFQ,error,error,error,error,error,error
8z_gjHHDOnY,error,error,error,error,error,error
iphf-JTsWaY,error,error,error,error,error,error
t5IiBN7sr_I,error,error,error,error,error,error
WAcYse80L3k,error,error,error,error,error,error
m7iF03FqKxs,error,error,error,error,error,error
NN_8cyyj_7I,error,error,error,error,error,error
XzNgRmBX8YM,error,error,error,error,error,error
o-opLKZiXag,error,error,error,error,error,error
cpmemZSbpGs,error,error,error,error,error,error
caSTMru7Te0,error,error,error,error,error,error
J22dSJB2ZTI,error,error,error,error,error,error
BOc8EDCuR3Y,error,error,error,error,error,error
Pj51ZV83V3w,error,error,error,error,error,error
41GmioN820k,error,error,error,error,error,error
I7L0jDEecDQ,error,error,error,error,error,error
cc80J458rH0,error,error,error,error,error,error
2YM5pgaA1FE,error,error,error,error,error,error
IOL8cdPg9Kw,error,error,error,error,error,error
jeFIJLzRJpE,error,error,error,error,error,error
DqaAVAIzui0,error,error,error,error,error,error
mpXCfL79U1c,error,error,error,error,error,error
J8Vbwa5rjtU,error,error,error,error,error,error
zEHbj1EWWoU,error,error,error,error,error,error
GXUgw9tA3dI,error,error,error,error,error,error
WAL6IzZvQbg,error,error,error,error,error,error
aguJJfJhctI,error,error,error,error,error,error
Ams0c14ZcGc,error,error,error,error,error,error
hDeegHJ2aCc,error,error,error,error,error,error
_Z2wHJ0XB7Y,error,error,error,error,error,error
CJl2DnKtHmQ,error,error,error,error,error,error
vcb3Q3h4LIE,error,error,error,error,error,error
ARPWmf0tfMQ,error,error,error,error,error,error
zXcgHRaI3P8,error,error,error,error,error,error
rx2CVfa03bY,error,error,error,error,error,error
NB5qQmjWnio,error,error,error,error,error,error
CfhJZhA2lHM,error,error,error,error,error,error
bCGfeP3f0zg,error,error,error,error,error,error
v2evLFlBwUM,error,error,error,error,error,error
tqd5KycjDmk,error,error,error,error,error,error
DQsFy6UtLZU,error,error,error,error,error,error
sUI2GdibW2Q,error,error,error,error,error,error
-vigx-b7ulk,error,error,error,error,error,error
XBTiddQkpHA,error,error,error,error,error,error
F3Atq0zBCi8,error,error,error,error,error,error
S64eYnuc3iE,error,error,error,error,error,error
W3n_amkyB3g,error,error,error,error,error,error
mTi6gKDc4bs,error,error,error,error,error,error
XPArLIVHSWc,error,error,error,error,error,error
Y5Uty2ZUyao,error,error,error,error,error,error
Nc077MyTaPw,travel,mild,none,co_star,low,mild
V0fzfnlHz5A,travel,mild,none,co_star,low,mild
Ql0mqH5CQx4,travel,mild,none,co_star,low,mild
_xxR5fJUy3I,daily_vlog,none,none,co_star,low,mild
COyqSuMM_pM,daily_vlog,mild,none,protagonist,low,mild
3qiwe5FzYCI,daily_vlog,none,none,protagonist,low,none
6HlOr0-ZrfM,daily_vlog,none,none,protagonist,low,none
ISZcAkqtIHs,daily_vlog,none,none,protagonist,low,none
6vlcXbgjpzM,daily_vlog,none,none,co_star,low,none
kDhI1APJZJk,daily_vlog,none,none,protagonist,low,mild
9Ym9NuLLEXA,daily_vlog,none,none,protagonist,low,none
MTUTYbaHpT4,daily_vlog,none,none,unclear,none,none
DgW17ej2BBs,daily_vlog,mild,none,unclear,low,mild
uLeixkfMFeI,travel,none,none,cameo,low,none
NjPH4GUTE7I,daily_vlog,none,none,unclear,low,none
AGI2URxPHh0,storytime,moderate,none,protagonist,moderate,moderate
E8rK17LKFHo,daily_vlog,none,none,protagonist,low,none
l3e2TLWpHFw,daily_vlog,none,none,protagonist,low,none
XxwWlBxlYPg,daily_vlog,mild,none,protagonist,low,mild
flV93vBoMn4,daily_vlog,mild,none,protagonist,low,mild
4H2YpbGvMF0,daily_vlog,mild,none,unclear,low,mild
BrFnLlSoaEU,storytime,mild,none,co_star,low,mild
uwtZV_oPi6k,daily_vlog,mild,none,co_star,low,mild
jP8dJfyCIEc,storytime,none,none,co_star,low,none
jE_DY6_GuBQ,storytime,mild,none,unclear,low,mild
oE4HxKnjClE,daily_vlog,none,none,unclear,low,none
gzsd62TbRjU,daily_vlog,none,none,co_star,low,none
hZiidNFEmzM,daily_vlog,mild,none,unclear,low,mild
uuuJ5ZV4SIs,daily_vlog,mild,none,unclear,low,mild
WyBZAze3haM,daily_vlog,none,none,unclear,low,none
qmUBtdKkaLA,daily_vlog,mild,none,unclear,low,mild
MSrl2YKnu2g,daily_vlog,none,none,unclear,low,none
SA0ONBVdmio,daily_vlog,mild,none,unclear,low,mild
fhWNN6JPlhU,daily_vlog,mild,none,unclear,low,mild
20bS43b56Hg,daily_vlog,none,none,unclear,low,none
JgyobNEMlsw,daily_vlog,mild,none,unclear,low,mild
SvJ12FyLTVw,daily_vlog,mild,none,unclear,low,mild
IXCqqYoXDcs,travel,none,none,unclear,low,none
_cnnvYuRu2A,travel,mild,none,unclear,low,mild
Bh8bZhQXr-c,travel,mild,none,unclear,low,mild
1c2CpRS6Slg,travel,none,none,unclear,none,mild
l7fmzpXvw5I,daily_vlog,none,none,unclear,none,mild
VJs4K6Yj9VE,daily_vlog,none,none,co_star,none,mild
ADn0UiDnlwA,daily_vlog,none,none,unclear,none,mild
dPqJHq7djCc,daily_vlog,none,none,unclear,none,mild
vrl3kNzlkFs,daily_vlog,none,none,co_star,none,mild
EjNJWNsdbCU,daily_vlog,none,none,unclear,none,mild
bcAbvEOa4WQ,daily_vlog,none,none,unclear,none,mild
4y7OVFkocr0,daily_vlog,none,none,unclear,none,mild
GvlJCzDb-kA,daily_vlog,none,none,unclear,none,mild
dEsr89MloJc,storytime,mild,none,unclear,low,mild
l6LhmGQoBuc,storytime,mild,none,unclear,low,none
A7wIq-k1VFM,daily_vlog,none,none,unclear,low,mild
Q8kNG5_GMbI,cooking,none,none,unclear,low,mild
4Kn8i0ZcFeA,cooking,none,none,unclear,low,none
up2Gu9vtG_Y,daily_vlog,none,none,unclear,low,mild
RUiFRYKsLMg,daily_vlog,none,none,unclear,low,none
SAnEODkhTo8,storytime,none,none,co_star,low,mild
G-VkArsujAU,storytime,mild,none,unclear,low,mild
1f008dYJyxQ,cooking,none,none,unclear,low,mild
05bJoK_AsnQ,daily_vlog,mild,none,co_star,low,mild
MSPdp0EfEbU,daily_vlog,mild,none,co_star,low,mild
K7iNJ7Eg1wA,daily_vlog,mild,none,co_star,low,mild
CM2ao8p-1TQ,daily_vlog,moderate,none,co_star,low,mild
kuNFzzuHrr0,daily_vlog,mild,none,co_star,low,mild
AsazElaUw-g,daily_vlog,mild,none,unclear,none,mild
2ezMeFNFuoU,daily_vlog,none,none,unclear,none,mild
UIP2YWwjk1E,daily_vlog,none,none,unclear,none,none
R1RtUGvr-TI,daily_vlog,mild,none,co_star,low,mild
ldAsiXG1wDk,travel,none,none,unclear,none,none
FEgD8kBywsQ,challenge,moderate,none,protagonist,moderate,moderate
F8rhHf-Q23c,challenge,none,none,unclear,low,moderate
68UdNKiljq4,challenge,mild,none,protagonist,moderate,moderate
DqCtwpT1Z50,challenge,mild,none,co_star,moderate,moderate
HEOlk36wa34,challenge,mild,none,protagonist,moderate,moderate
bA7MPkZTerQ,storytime,none,none,unclear,low,mild
fwlaeoR8tF8,daily_vlog,mild,none,co_star,low,moderate
-scJfGVZmOg,travel,mild,none,cameo,low,moderate
YcFDpXB_Dlc,unboxing,mild,none,co_star,low,moderate
UWOGmWKCvls,travel,mild,none,cameo,low,mild
scqwF7V822M,daily_vlog,mild,none,protagonist,low,mild
9M2wFqBryqk,travel,none,brand_mention,co_star,none,mild
9qLzHlQTPdM,travel,none,brand_mention,co_star,none,mild
vq-RTb-c1B8,travel,none,none,co_star,none,mild
N4pr-6SgiI0,travel,none,none,co_star,none,mild
w5PbeVC6G1o,daily_vlog,none,none,protagonist,low,mild
C30ml1NdNUY,storytime,mild,none,cameo,low,moderate
M8zHfg-9y24,storytime,moderate,none,co_star,low,mild
3lH8ig69i8s,storytime,moderate,none,cameo,low,moderate
LVyFlYWfkWY,storytime,mild,none,cameo,low,mild
z-fhNhqBJeE,travel,mild,none,protagonist,low,moderate
NPwQUCfT83E,travel,none,none,cameo,low,mild
HVwAPFS3n9U,storytime,moderate,none,unclear,moderate,moderate
VP0lzUmOwp0,travel,none,brand_mention,unclear,low,mild
k5fk7H2DKN8,storytime,mild,none,protagonist,low,moderate
x3fqa77Sbi0,travel,none,none,protagonist,low,mild
cLyirZcyoXM,travel,none,none,protagonist,low,moderate
29wDvgYSm3c,storytime,mild,none,protagonist,low,moderate
DO0N1Nifios,travel,none,none,protagonist,low,mild
0ZciHoWld08,travel,none,none,protagonist,low,moderate
Rk3oNAvvw0E,travel,mild,none,protagonist,low,mild
bJNeIS7Yn4E,travel,none,none,protagonist,low,mild
26ySRQ8yiHM,travel,mild,brand_mention,protagonist,low,mild
N0xhtdgb7WA,travel,none,none,unclear,none,mild
L__AGNjyj2Q,daily_vlog,none,none,co_star,low,none
0lDeLq7u2HM,daily_vlog,none,product_placement,protagonist,low,mild
deUmXsCE3_4,storytime,mild,none,co_star,low,mild
_GoRIfBjuu0,travel,none,brand_mention,co_star,low,mild
TUHxhnTbCu0,travel,none,none,protagonist,low,mild
fSC40SGhLbE,travel,mild,none,protagonist,low,mild
DYrrkaGxd4I,travel,none,none,protagonist,low,mild
hl3tMDXCmQg,travel,mild,none,co_star,low,moderate
FYspCgk_RLo,travel,none,none,protagonist,low,mild
vWLzJipdJs0,daily_vlog,moderate,none,co_star,low,moderate
4lTfGCJXWts,travel,mild,none,protagonist,low,mild
ft5Td_UaSsw,travel,none,none,protagonist,low,mild
