content_type,target_audience,emotional_tone,commercialization,exploitation_risk,video_id
toy_play,young_child,happy,medium,medium,HiUU-cAmjBI
lifestyle,family,happy,medium,low,oV1mkKChGn4
toy_play,young_child,happy,medium,medium,YpSdXhtIcKk
storytime,family,neutral,low,low,m1j8dKocwmk
toy_play,young_child,happy,medium,medium,jjV0d1VjRZU
vlog,family,neutral,medium,low,WL4KtObLRcQ
vlog,family,happy,low,low,amv4fWnD22Y
toy_play,young_child,happy,high,medium,qyMtoFw9O6w
toy_play,young_child,happy,medium,medium,GQpQW4Z4QA4
toy_play,young_child,happy,medium,medium,O7mZ1iOPHHs
other,family,neutral,low,low,chHKxoH7aNU
lifestyle,family,urgent,low,low,Lp-qR6MPP8Q
storytime,family,happy,low,low,IurFhu15FFg
lifestyle,family,excited,medium,low,Mq7VoGqNEt4
lifestyle,family,urgent,medium,medium,xQunXrGI1ho
other,family,neutral,low,low,NJRfUAaDkq4
lifestyle,family,happy,medium,low,1GvxByfxchA
lifestyle,family,urgent,medium,medium,qj9VK4kuNIA
lifestyle,family,happy,medium,medium,Jx9SDQUIabk
lifestyle,family,dramatic,medium,medium,ygFWSOF4jO8
lifestyle,family,happy,low,low,W7g5vMlagsE
lifestyle,family,happy,low,low,p6iPkm_kwjw
lifestyle,tween,happy,low,low,RpYDcbvitDI
other,general,neutral,none,low,RFzF-sfY3Eo
other,general,neutral,none,low,PJNgE7_XF7I
other,general,neutral,none,low,y59cNLpnIRc
other,general,neutral,none,low,dsXKnFutkjI
other,general,neutral,none,low,7vRz3a0dZCQ
other,general,neutral,none,low,Nhh8jlpAwqg
other,general,neutral,none,low,cpLqFDHkSjg
other,general,neutral,none,low,Ce49ZFLI7HQ
other,general,neutral,none,low,CRVbVEIBmYM
other,general,neutral,none,low,-8yEiFj6xBs
other,general,neutral,none,low,xqUbmjSSQ-s
other,general,happy,low,low,VM2_29apftc
challenge,family,excited,high,medium,-8nXIF-vQos
prank,family,happy,low,medium,ZnhWdA0WK8E
vlog,family,excited,low,medium,wdjU_fqB-yc
unboxing,family,happy,medium,low,hSlKFGpzpSQ
drama,family,dramatic,low,high,vm9vTss3iYA
music,tween,happy,low,low,Nixoo8xeddE
lifestyle,family,neutral,medium,medium,XLZ_MnxSQxA
toy_play,young_child,happy,high,medium,JNdFE2EgQT0
unboxing,family,happy,medium,low,4A9NGMwrcDc
other,general,neutral,high,low,5tulVAl-EQE
lifestyle,family,happy,low,low,u6aiyvavAaU
vlog,family,happy,low,medium,Z4HhQlI1JCw
storytime,family,neutral,low,low,xqvpAtD3iXA
storytime,family,dramatic,low,medium,tELR7ajIKpw
lifestyle,general,neutral,low,low,X6zAypJ3j70
roleplay,teen,happy,low,low,jli6oCaHVYQ
lifestyle,family,neutral,low,low,Tm4tUNV2HkA
storytime,family,dramatic,low,medium,htkN1omIt0w
vlog,family,happy,low,medium,Dqo89D5bGgY
vlog,family,happy,low,medium,qXCuNws12b4
prank,family,happy,low,medium,Z7-0_RthPHg
other,family,neutral,low,low,lxC7TPpuCoU
other,family,happy,low,low,NiffFg2Bpco
challenge,teen,excited,low,low,yvfhjVtDPyM
lifestyle,teen,neutral,medium,medium,MVk0qFtT1nk
storytime,family,dramatic,low,medium,HoGrFF6g81Y
lifestyle,family,happy,medium,medium,iUDqykMVGgc
lifestyle,young_child,happy,medium,medium,XpmQqWRnv_U
vlog,family,neutral,low,medium,loZmp3QgDz8
unboxing,young_child,happy,high,medium,PEOa3hZDFhg
storytime,family,neutral,low,medium,NGHqEASWZSc
other,general,neutral,low,low,sexzBogcKSM
vlog,family,happy,low,medium,jUjRJZiM7co
unboxing,family,happy,medium,low,abUau-7hW4Y
educational,family,neutral,low,low,OYaMSbKYVWM
lifestyle,teen,happy,medium,medium,LjWX7pldO1g
unboxing,family,happy,medium,low,7ZS8cLALYXU
tutorial,teen,neutral,low,medium,zVgl_kI5018
lifestyle,family,neutral,low,low,wk306d4RyWQ
lifestyle,family,neutral,low,medium,nGfnzYC85hI
vlog,family,neutral,low,medium,ZHZ5l9QXUdI
unboxing,family,happy,medium,low,xRApVuNPKdQ
other,general,neutral,low,low,VmPeAT4XO9Q
other,general,neutral,none,low,PeBL20i3buo
other,general,neutral,none,low,E3ivniRweSg
other,general,neutral,none,low,0W2PZ4us0dg
other,general,neutral,none,low,95QIOppc8zI
other,general,neutral,none,low,p87ZXOH-db0
other,general,neutral,none,low,XfrGgdu2hN0
drama,general,dramatic,low,medium,jKAaRyl8_0o
challenge,family,excited,low,medium,MLBaJn8ID3s
music,toddler,happy,none,low,G8EKMffYiV0
vlog,family,happy,low,medium,tZFIPTvGAG0
vlog,family,dramatic,low,medium,QzyBgjEo7Io
vlog,teen,happy,medium,low,-yPLQmPI2To
vlog,family,happy,low,medium,hptzuXnaOmg
vlog,family,happy,low,medium,26Q2zVaAMzA
unboxing,family,excited,medium,low,3B9W4mL3f-k
lifestyle,family,happy,medium,low,R9RihrIgFDo
lifestyle,family,happy,medium,low,J4h7H7f5kas
lifestyle,family,neutral,medium,low,hjXl30y2ipY
lifestyle,family,happy,medium,low,MbIF3Ggv4ic
challenge,family,excited,medium,medium,tHZ39SQltbA
challenge,family,happy,low,medium,P3jjreODXl0
game,young_child,excited,low,low,P1TU5D72x7o
roleplay,toddler,happy,low,low,YinVcByjoxw
educational,tween,neutral,low,low,VxJV_or1Btw
educational,young_child,happy,low,low,_0JBnokwNWk
roleplay,young_child,happy,low,low,KXjFpvry2w8
toy_play,toddler,happy,medium,low,4b71hhDr_mE
toy_play,toddler,happy,medium,low,yYux5fRuZhI
roleplay,toddler,happy,low,low,Ow_vlWsLVmk
storytime,young_child,happy,low,low,hvICc3KWHag
toy_play,toddler,mysterious,low,low,wTJRh_Puv7o
toy_play,toddler,excited,medium,low,0SojzC_4mrM
toy_play,toddler,happy,medium,low,qiJ6KZCy55c
game,young_child,excited,medium,low,gc7tpjKz-ro
vlog,young_child,neutral,low,low,IR2O462DTt8
vlog,young_child,happy,low,low,9N8Zio00xc0
vlog,family,happy,low,low,TmjOaBid9kM
roleplay,toddler,happy,low,low,0y157LDbBlo
toy_play,toddler,happy,medium,low,7rMxLC5tEqk
educational,tween,neutral,medium,low,b9ehRN1_04o
toy_play,toddler,happy,medium,low,D1e7EXHh8tg
challenge,family,excited,low,medium,8fglMs4pDtk
educational,young_child,neutral,low,low,LdCDC2-gkX4
storytime,young_child,happy,low,low,36Gx1BdOBvY
educational,young_child,neutral,low,low,6zdbmO3dp6c
roleplay,toddler,happy,low,low,dL_Trq-5qaE
toy_play,toddler,happy,medium,low,Bs19syRKGBY
other,young_child,happy,low,medium,DEsQs2jLEOg
educational,young_child,neutral,low,low,GCT8GhrYREw
other,general,neutral,none,low,JdkMIZb4uhU
other,general,neutral,none,low,qF9nr0ESj78
other,general,neutral,none,low,unAYb8hEVsU
other,general,neutral,none,low,0Q-PFTUs_oc
other,general,neutral,none,low,AdhGlXVvPMI
other,general,neutral,none,low,dFP-7w30IOs
other,general,neutral,none,low,x5LVcmIFHWY
educational,young_child,happy,low,low,DcCiYdIZnNw
toy_play,young_child,happy,medium,medium,jH9y04ZGwO8
roleplay,young_child,excited,medium,medium,dKT1ybM37P4
toy_play,tween,happy,medium,low,yTN1J6askvc
storytime,young_child,happy,low,low,SFVxTRmGWeo
toy_play,young_child,happy,medium,medium,ZHrG8X43p4w
music,young_child,excited,medium,medium,ayBCU1jC8Jc
toy_play,young_child,happy,medium,medium,aNBaGOLb8n0
storytime,young_child,happy,medium,medium,rGLkT_MrRuY
challenge,young_child,excited,medium,high,FOCiUvFfeG0
educational,young_child,happy,low,low,Z0YYGUM6vYQ
storytime,young_child,mysterious,low,low,1ESlSrQ5l6E
vlog,family,happy,medium,medium,jEe0VqWZKo4
toy_play,young_child,happy,medium,medium,nIXZIS9aVl4
roleplay,young_child,excited,medium,medium,upA6CaMVhQ8
educational,young_child,happy,low,low,cFmDtXdQ0w8
toy_play,young_child,happy,medium,medium,660tRy99ARU
challenge,young_child,excited,medium,high,IlxNW58_5w0
challenge,young_child,excited,medium,high,XyOIWA79WL4
prank,young_child,happy,medium,high,hRBPKMVghmQ
educational,young_child,neutral,low,low,HF4z8ZKhdvg
challenge,young_child,excited,medium,high,HcO9uSNKw4g
roleplay,young_child,happy,medium,medium,2fd0aBOaJyE
vlog,family,happy,medium,medium,rBEZcxI3Uz8
toy_play,young_child,happy,medium,medium,8hhU-jyUxCo
storytime,tween,happy,low,low,XEeHDJm6Q4Y
educational,young_child,happy,low,low,0Ug4qD9FsgA
lifestyle,family,happy,medium,medium,fuAwp5FF3Yk
educational,young_child,happy,low,low,3FoiieFMvvk
game,young_child,excited,medium,medium,KKqe5vP2oEs
toy_play,young_child,happy,high,high,WChHF6bpuUs
storytime,young_child,happy,low,low,1uPh2S0WEmc
vlog,family,happy,medium,medium,Kq60BP40axA
toy_play,young_child,happy,medium,medium,IWVuEhIWYdY
storytime,young_child,happy,low,low,D5HALUwaWJA
roleplay,young_child,happy,medium,medium,vgElUWA-Jp0
storytime,young_child,happy,low,low,_l928dd288Q
educational,young_child,happy,low,low,GF2Si9xztHA
educational,young_child,neutral,low,low,a_OJ_Ok8o90
challenge,young_child,excited,high,high,vS0kJhR92_k
storytime,young_child,happy,low,low,eHb33AkEgdU
vlog,family,happy,medium,medium,aEL-LRmCq2U
vlog,family,happy,medium,medium,OnlCX1ZKFK4
toy_play,young_child,happy,high,high,TmTmfuWDfvQ
storytime,young_child,happy,low,low,fjCBBZxagXw
storytime,young_child,happy,low,low,45_2wXiYJw0
