labor_type,emotional_exploitation,content_format
performative,0,challenge
performative,0,roleplay
performative,0,unboxing
performative,0,game
performative,0,parody
performative,0,roleplay
performative,0,tutorial
performative,0,roleplay
performative,0,unboxing
performative,0,roleplay
performative,0,game
performative,0,challenge
performative,0,game
performative,0,game
organic,0,vlog
performative,0,storytime
performative,0,game
organic,0,vlog
organic,0,vlog
organic,0,vlog
performative,0,game
performative,0,prank
performative,0,challenge
performative,0,toy_play
performative,0,unboxing
organic,0,vlog
ambiguous,0,storytime
performative,0,challenge
performative,0,game
performative,0,roleplay
performative,0,game
performative,0,game
performative,0,challenge
performative,0,toy_play
organic,0,vlog
ambiguous,0,storytime
performative,0,toy_play
performative,0,unboxing
performative,0,roleplay
performative,0,prank
performative,0,unboxing
performative,0,game
performative,0,toy_play
performative,0,roleplay
performative,0,toy_play
performative,0,roleplay
performative,0,game
performative,0,play
performative,0,unboxing
performative,0,challenge
performative,0,game
performative,0,game
performative,0,storytime
performative,0,tutorial
performative,1,storytime
performative,0,toy_play
organic,0,tutorial
organic,0,vlog
performative,0,toy_play
performative,0,storytime
performative,0,challenge
performative,0,game
performative,0,unboxing
performative,0,roleplay
performative,0,unboxing
performative,0,toy_play
performative,0,unboxing
performative,0,unboxing
performative,0,roleplay
performative,0,unboxing
performative,0,game
performative,0,unboxing
performative,0,storytime
performative,0,unboxing
performative,0,unboxing
performative,0,review
performative,0,roleplay
performative,0,parody
performative,0,unboxing
performative,0,parody
performative,0,game
performative,0,unboxing
performative,0,game
performative,0,parody
performative,0,game
performative,0,toy_play
performative,0,toy_play
performative,0,roleplay
performative,0,roleplay
performative,0,review
performative,0,game
performative,0,toy_play
performative,0,review
performative,0,review
performative,0,milestone
performative,0,milestone
performative,0,game
performative,0,storytime
performative,0,milestone
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,game
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,game
performative,0,roleplay
performative,0,parody
performative,0,toy_play
performative,0,toy_play
performative,0,game
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
performative,0,storytime
performative,0,game
performative,0,toy_play
organic,0,vlog
performative,0,game
performative,0,unboxing
performative,0,toy_play
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,game
performative,0,parody
organic,0,vlog
performative,0,toy_play
performative,0,unboxing
performative,0,game
performative,0,toy_play
performative,0,unboxing
organic,0,vlog
performative,0,toy_play
performative,0,unboxing
performative,0,tutorial
performative,0,parody
organic,0,vlog
performative,0,toy_play
performative,0,toy_play
organic,0,vlog
performative,0,review
performative,0,game
performative,0,unboxing
performative,0,game
performative,0,unboxing
performative,0,parody
performative,0,game
performative,0,parody
performative,0,toy_play
organic,0,vlog
performative,0,poetry
performative,0,game
performative,0,review
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
performative,0,game
performative,0,parody
performative,0,toy_play
performative,0,parody
performative,0,game
performative,0,unboxing
performative,0,unboxing
performative,0,game
performative,0,game
performative,0,unboxing
organice,0,toy_play
performative,0,game
performative,0,unboxing
performative,0,unboxing
performative,0,game
organic,0,vlog
performative,0,challenge
performative,0,game
performative,0,tutorial
performative,0,roleplay
performative,0,game
performative,0,parody
performative,0,roleplay
performative,0,unboxing
performative,0,unboxing
performative,0,game
organic,0,vlog
performative,0,challenge
performative,0,game
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,unboxing
organic,0,vlog
organic,0,vlog
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,unboxing
organic,0,vlog
performative,0,game
performative,0,roleplay
performative,0,parody
performative,0,toy_play
performative,0,unboxing
performative,0,unboxing
performative,0,parody
organic,0,vlog
performative,0,toy_play
performative,0,game
performative,0,unboxing
organic,0,vlog
organic,0,vlog
performative,0,unboxing
organic,0,vlog
performative,0,challenge
organic,0,milestone
performative,0,game
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,game
performative,0,roleplay
performative,0,parody
performative,0,play
performative,0,parody
performative,0,unboxing
performative,0,game
performative,0,unboxing
performative,0,unboxing
performative,0,play
performative,0,parody
performative,0,game
organic,0,review
performative,0,parody
performative,0,parody
performative,0,game
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
organic,0,review
organic,0,review
performative,0,parody
performative,0,game
performative,0,unboxing
performative,0,play
performative,0,roleplay
performative,0,unboxing
performative,1,parody
performative,0,parody
performative,0,parody
performative,0,game
performative,0,parody
organic,0,review
performative,0,unboxing
performative,0,game
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,roleplay
organic,0,vlog
performative,0,unboxing
organic,0,roleplay
performative,0,game
performative,0,unboxing
performative,0,roleplay
performative,0,challenge
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,unboxing
organic,0,vlog
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,game
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,review
performative,0,game
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,unboxing
ambiguous,0,other
performative,0,game
organic,0,vlog
performative,0,unboxing
performative,0,unboxing
performative,0,game
performative,0,toy_play
organic,0,vlog
performative,0,parody
performative,0,unboxing
performative,0,parody
performative,0,review
performative,0,game
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,game
performative,0,unboxing
performative,0,game
organic,0,vlog
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,storytime
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,play
performative,0,unboxing
performative,0,unboxing
performative,0,tutorial
performative,0,review
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,parody
performative,0,review
performative,0,storytime
performative,0,review
organic,0,vlog
performative,0,unboxing
performative,0,play
performative,0,parody
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,parody
performative,0,parody
performative,0,parody
performative,0,unboxing
organic,0,vlog
performative,0,unboxing
organic,0,vlog
performative,0,unboxing
performative,0,parody
performative,0,toy_review
performative,0,unboxing
performative,0,parody
performative,0,unboxing
organic,0,craft
performative,0,milestone
performative,0,game
performative,0,game
performative,0,toy_review
performative,0,unboxing
performative,0,toy_review
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,tutorial
organic,0,vlog
performative,0,unboxing
organic,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,toy_review
performative,0,unboxing
performative,0,toy_review
performative,0,lego_unboxing
organic,0,science_experiment
organic,0,roleplay
performative,0,unboxing
performative,0,toy_review
performative,0,toy_review
performative,0,parody
performative,0,parody
performative,0,toy_review
performative,0,parody
performative,0,lego_play
performative,0,stunt
performative,0,toy_review
performative,0,parody
performative,0,lego
no_child,0,toy_review
performative,0,game
performative,0,parody
performative,0,toy_review
performative,0,unboxing
performative,0,cooking
performative,0,unboxing
performative,0,unboxing
organic,0,vlog
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,parody
ambiguous,0,question
performative,0,parody
performative,0,unboxing
organic,0,toy_review
performative,0,toy_review
performative,0,toy_review
performative,0,parody
performative,0,preview
performative,0,unboxing
performative,0,toy_review
organic,0,parody
organic,0,vlog
performative,0,toy_review
organic,0,roleplay
performative,0,toy_review
performative,0,unboxing
performative,0,toy_review
performative,0,toy_review
performative,0,parody
performative,0,unboxing
performative,0,toy_review
performative,0,toy_review
performative,0,unboxing
organic,0,roleplay
performative,0,unboxing
performative,0,toy_review
performative,0,unboxing
performative,0,toy_review
performative,0,toy_review
performative,0,parody
performative,0,unboxing
performative,0,toy_review
performative,0,toy_review
performative,0,unboxing
organic,0,parody
performative,0,reaction
performative,1,parody
performative,0,prank
performative,0,game
performative,0,parody
performative,0,reaction
performative,1,parody
ambiguous,0,challenge
performative,0,toy_play
ambiguous,0,unboxing
organic,0,vlog
performative,0,toy_play
performative,0,unboxing
performative,0,unboxing
organic,0,roleplay
performative,0,toy_play
organic,0,toy_play
performative,0,toy_play
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
ambiguous,0,reaction
organic,0,vlog
ambiguous,0,tutorial
performative,0,toy_play
performative,0,toy_play
performative,0,toy_play
performative,0,unboxing
organic,0,roleplay
performative,0,unboxing
performative,0,unboxing
organic,0,roleplay
performative,0,toy_play
performative,0,unboxing
organic,0,vlog
performative,0,toy_play
performative,0,unboxing
performative,0,game
performative,0,unboxing
performative,0,tutorial
performative,0,toy_play
performative,0,toy_play
organic,0,roleplay
performative,0,toy_play
performative,0,toy_play
performative,0,toy_play
organic,0,cooking
performative,0,unboxing
organic,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
performative,0,roleplay
performative,0,toy_play
performative,0,toy_play
performative,0,toy_play
performative,0,unboxing
performative,0,toy_play
performative,0,unboxing
ambiguous,0,storytime
performative,0,unboxing
performative,0,prank
performative,0,unboxing
performative,0,prank
performative,0,toy_play
performative,0,unboxing
performative,0,review
organic,0,vlog
performative,0,review
performative,0,unboxing
performative,0,prank
performative,0,unboxing
performative,0,parody
performative,0,review
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,review
performative,0,parody
performative,0,roleplay
performative,0,unboxing
performative,0,unboxing
performative,0,review
performative,0,parody
performative,0,review
performative,0,review
performative,0,unboxing
performative,0,tutorial
performative,0,review
performative,0,parody
performative,0,review
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,review
performative,0,game
performative,0,review
performative,0,parody
performative,0,music_dance
performative,0,unboxing
performative,0,review
performative,0,unboxing
performative,0,review
performative,0,parody
performative,0,review
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
organic,0,review
performative,0,unboxing
organic,0,review
performative,0,roleplay
performative,0,unboxing
organic,0,reaction
performative,0,unboxing
performative,0,roleplay
organic,0,reaction
organic,0,reaction
performative,0,unboxing
organic,0,vlog
organic,0,vlog
performative,0,review
performative,0,roleplay
performative,0,review
performative,0,toy_play
performative,0,toy_play
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,review
performative,0,unboxing
performative,0,unboxing
performative,0,review
performative,0,roleplay
performative,0,unboxing
performative,0,review
performative,0,roleplay
performative,0,unboxing
organic,0,vlog
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
performative,0,unboxing
performative,0,unboxing
organic,0,vlog
performative,0,unboxing
performative,0,roleplay
performative,0,unboxing
performative,0,roleplay
performative,0,roleplay
performative,0,storytime
organic,0,travel
performative,0,unboxing
organic,0,travel
performative,0,parody
performative,0,toy_play
organic,0,vlog
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
performative,0,parody
performative,0,unboxing
organic,0,vlog
performative,0,toy_play
performative,0,unboxing
performative,0,review
performative,0,unboxing
performative,0,unboxing
ambiguous,0,other
performative,0,unboxing
performative,0,unboxing
performative,0,review
performative,0,unboxing
ambiguous,0,other
performative,0,unboxing
performative,0,game
performative,0,roleplay
performative,0,review
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,review
performative,0,toy_play
performative,0,unboxing
performative,0,other
performative,0,unboxing
performative,0,other
organic,0,vlog
performative,0,unboxing
performative,0,unboxing
performative,0,game
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
performative,0,unboxing
performative,0,game
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
organic,0,vlog
performative,0,unboxing
performative,0,other
performative,0,unboxing
performative,0,game
performative,0,unboxing
performative,0,challenge
performative,0,unboxing
performative,0,game
performative,0,tutorial
performative,0,toy_play
performative,0,unboxing
performative,0,unboxing
performative,0,game
performative,0,unboxing
performative,0,game
performative,0,toy_play
ambiguous,0,reaction
performative,0,unboxing
performative,0,game
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,game
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,1,parody
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,game
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
performative,0,unboxing
performative,0,unboxing
organic,0,vlog
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
performative,0,unboxing
performative,0,unboxing
performative,0,game
performative,0,review
performative,0,toy_play
performative,0,parody
performative,0,parody
performative,0,reaction
performative,0,reaction
performative,0,parody
performative,0,parody
performative,0,parody
performative,0,toy_play
performative,0,parody
performative,0,parody
performative,0,toy_play
performative,0,unboxing
performative,0,parody
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,review
performative,0,unboxing
performative,0,parody
performative,0,toy_play
performative,0,review
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,review
performative,0,parody
performative,0,unboxing
performative,1,unboxing
organic,0,toy_play
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,review
organic,0,vlog
performative,0,unboxing
performative,0,unboxing
performative,0,reaction
performative,0,unboxing
performative,0,unboxing
performative,0,reaction
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
performative,0,reaction
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,reaction
performative,0,unboxing
performative,0,vlog
performative,0,unboxing
performative,0,reaction
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,reaction
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,reaction
performative,0,toy_play
performative,0,unboxing
performative,0,unboxing
performative,0,game
performative,0,reaction
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,reaction
performative,0,unboxing
performative,0,reaction
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,reaction
performative,0,game
performative,0,unboxing
performative,0,toy_play
performative,0,reaction
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
ambiguous,0,review
performative,0,parody
performative,0,game
performative,0,unboxing
organic,0,vlog
performative,0,unboxing
organic,0,vlog
organic,0,activity
performative,0,unboxing
performative,0,parody
performative,0,review
performative,0,unboxing
performative,0,review
organic,0,vlog
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,review
performative,0,review
performative,0,review
organic,0,review
performative,0,review
performative,0,unboxing
performative,0,review
performative,0,unboxing
performative,0,review
performative,0,review
performative,0,review
performative,0,review
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,game
performative,0,toy_play
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,parody
ambiguous,0,review
performative,0,roleplay
performative,0,parody
performative,0,toy_play
organic,0,vlog
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
performative,0,roleplay
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
performative,0,roleplay
performative,0,toy_play
performative,0,unboxing
performative,0,unboxing
performative,0,toy_review
performative,0,unboxing
performative,0,unboxing
performative,0,toy_review
performative,0,unboxing
performative,0,toy_review
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,eggs
performative,0,unboxing
performative,0,toy_review
performative,0,unboxing
performative,0,toy_review
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
ambiguous,0,reaction
performative,0,toy_play
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
performative,0,roleplay
organic,0,vlog
performative,0,unboxing
performative,0,reaction
performative,0,roleplay
performative,0,toy_play
performative,0,unboxing
performative,0,roleplay
performative,0,toy_play
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,toy_play
performative,0,toy_play
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
performative,0,unboxing
performative,0,toy_play
performative,0,unboxing
organic,0,vlog
organic,0,vlog
performative,0,parody
performative,0,unboxing
performative,0,toy_play
performative,0,unboxing
performative,0,toy_play
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
performative,0,toy_play
performative,0,parody
performative,0,toy_play
performative,0,parody
performative,0,unboxing
performative,0,toy_play
performative,0,unboxing
performative,0,parody
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,challenge
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
performative,0,roleplay
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,tutorial
performative,0,parody
performative,0,parody
performative,0,toy_play
performative,0,unboxing
performative,0,play
performative,0,parody
performative,0,review
performative,0,parody
performative,0,unboxing
performative,0,review
performative,0,toy_play
performative,0,battle
performative,0,unboxing
performative,0,unboxing
performative,0,review
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,review
performative,0,roleplay
performative,0,review
performative,0,unboxing
performative,0,review
performative,0,unboxing
performative,0,toy_play
performative,0,game
performative,0,unboxing
performative,0,review
performative,0,parody
performative,0,review
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,roleplay
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,review
performative,0,unboxing
performative,0,parody
organic,0,vlog
performative,0,unboxing
performative,0,parody
performative,0,review
performative,0,unboxing
performative,0,parody
performative,0,tutorial
performative,0,parody
performative,0,toy_play
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,parody
performative,0,parody
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,parody
performative,0,parody
performative,0,unboxing
performative,0,review
performative,0,unboxing
organic,0,review
organic,0,vlog
performative,0,review
performative,0,unboxing
organic,0,vlog
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,storytime
performative,0,unboxing
performative,0,game
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,storytime
performative,0,toy_play
performative,0,storytime
performative,0,storytime
performative,0,toy_play
performative,0,unboxing
performative,0,toy_play
performative,0,toy_play
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
performative,0,storytime
performative,0,toy_play
performative,0,unboxing
performative,0,toy_play
performative,0,storytime
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,challenge
performative,0,toy_play
performative,0,storytime
performative,0,toy_play
performative,0,unboxing
performative,0,toy_play
performative,0,unboxing
performative,0,toy_play
performative,0,storytime
performative,0,unboxing
performative,0,storytime
performative,0,storytime
performative,0,unboxing
performative,0,prank
performative,0,music_dance
performative,0,storytime
performative,0,game
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
performative,0,storytime
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
ambiguous,0,unboxing
ambiguous,0,parody
ambiguous,0,unboxing
ambiguous,0,game
ambiguous,0,toy_play
ambiguous,0,vlog
ambiguous,0,parody
ambiguous,0,parody
ambiguous,0,unboxing
ambiguous,0,music_dance
ambiguous,0,parody
ambiguous,0,toy_review
ambiguous,0,unboxing
ambiguous,0,toy_review
ambiguous,0,parody
ambiguous,0,toy_review
ambiguous,0,parody
ambiguous,0,parody
ambiguous,0,parody
ambiguous,0,vlog
ambiguous,0,parody
ambiguous,0,toy_unboxing
ambiguous,0,unboxing
ambiguous,0,parody
ambiguous,0,parody
ambiguous,0,parody
ambiguous,0,toy_review
ambiguous,0,parody
ambiguous,0,parody
ambiguous,0,parody
ambiguous,0,parody
ambiguous,0,parody
ambiguous,0,toy_review
ambiguous,0,parody
ambiguous,0,parody
ambiguous,0,toy_parody
ambiguous,0,parody
ambiguous,0,travel
ambiguous,0,unboxing
ambiguous,0,parody
ambiguous,0,parody
ambiguous,0,toy_parody
ambiguous,0,parody
ambiguous,0,unboxing
ambiguous,0,toy_review
ambiguous,0,parody
ambiguous,0,toy_parody
ambiguous,0,parody
ambiguous,0,action
ambiguous,0,toy_review
performative,0,challenge
performative,0,roleplay
performative,0,unboxing
performative,0,roleplay
performative,0,roleplay
organic,0,vlog
performative,0,roleplay
performative,0,unboxing
performative,0,roleplay
performative,0,unboxing
performative,0,unboxing
performative,0,game
performative,0,roleplay
performative,0,unboxing
performative,0,roleplay
performative,0,roleplay
organic,0,vlog
performative,0,roleplay
performative,0,roleplay
performative,0,roleplay
performative,0,unboxing
performative,0,roleplay
performative,0,roleplay
organic,0,vlog
performative,0,roleplay
performative,0,unboxing
performative,0,unboxing
performative,0,roleplay
performative,0,roleplay
performative,0,review
performative,0,tutorial
performative,0,roleplay
performative,0,review
performative,0,roleplay
performative,0,unboxing
performative,0,unboxing
performative,0,roleplay
performative,0,roleplay
performative,0,review
performative,0,roleplay
performative,0,roleplay
performative,0,unboxing
performative,0,roleplay
performative,0,drama
performative,0,roleplay
organic,0,vlog
performative,0,review
performative,0,roleplay
performative,0,roleplay
performative,0,toy_play
performative,0,toy_play
performative,0,prank
performative,0,toy_play
performative,0,prank
organic,0,storytime
performative,0,toy_play
performative,0,toy_play
performative,0,unboxing
performative,0,game
performative,0,game
performative,0,toy_play
performative,0,party
performative,0,toy_play
performative,0,toy_play
performative,0,unboxing
performative,0,unboxing
performative,0,game
performative,0,toy_play
performative,0,toy_play
performative,0,roleplay
performative,0,toy_play
performative,0,game
performative,0,toy_play
tutorial,0,tutorial
performative,0,game
performative,0,prank
performative,0,toy_play
tutorial,0,tutorial
performative,0,game
performative,0,game
tutorial,0,tutorial
performative,0,toy_play
performative,0,roleplay
performative,0,roleplay
performative,0,unboxing
performative,0,roleplay
performative,0,game
performative,0,game
tutorial,0,tutorial
performative,0,game
tutorial,0,tutorial
performative,1,prank
performative,0,unboxing
performative,0,toy_play
tutorial,0,tutorial
tutorial,0,tutorial
performative,0,toy_play
performative,0,unboxing
performative,0,roleplay
performative,0,roleplay
performative,0,toy_play
performative,0,unboxing
performative,0,tutorial
performative,0,parody
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,unboxing
ambiguous,0,comparison
organic,0,vlog
performative,0,toy_play
performative,0,unboxing
performative,0,parody
performative,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,parody
performative,0,toy_play
performative,0,unboxing
organic,0,parody
organ*ic,0,parody
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performance,0,parody
performative,0,toy_play
performative,0,unboxing
performative,0,parody
performative,0,parody
organic,0,toy_play
organic,0,toy_play
performative,0,review
performative,0,review
performative,0,unboxing
performative,0,unboxing
performative,0,parody
performative,0,review
performative,0,parody
performative,0,toy_play
performative,0,parody
performative,0,toy_play
performative,0,roleplay
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
organic,0,travel
performative,0,storytime
performative,1,drama
performative,1,drama
performative,0,toy_play
performative,1,drama
performative,0,tutorial
organic,0,travel
organic,0,travel
performative,0,storytime
performative,0,storytime
performative,0,tutorial
performative,0,storytime
performative,0,tutorial
performative,0,toy_play
performative,0,toy_play
performative,0,toy_play
performative,0,storytime
performative,0,storytime
performative,0,toy_play
performative,1,prank
performative,0,game
performative,0,game
performative,0,unboxing
performative,0,unboxing
organic,0,storytime
performative,0,toy_play
performative,0,party
performative,0,unboxing
performative,1,drama
performative,0,storytime
organic,0,vlog
performative,0,toy_play
performative,0,toy_play
performative,0,unboxing
organic,0,vlog
no_child,0,storytime
performative,0,toy_play
performative,1,storytime
organic,0,other
performative,0,toy_play
performative,0,parody
tutorial,0,tutorial
performative,0,toy_play
ambiguous,0,other
performative,0,roleplay
performative,0,unboxing
organic,0,vlog
performative,0,tutorial
performative,0,unboxing
performative,0,unboxing
performative,0,review
performative,0,unboxing
performative,0,parody
performative,0,unboxing
performative,0,game
performative,0,unboxing
performative,0,toy_play
performative,0,parody
performative,0,toy_play
organic,0,vlog
performative,0,game
performative,0,toy_play
performative,0,game
performative,0,toy_play
performative,0,review
performative,0,toy_play
performative,0,toy_play
performative,0,toy_play
performative,0,toy_play
tutorial,0,tutorial
performative,0,review
performative,0,parody
performative,0,toy_play
performative,0,comparison
tutorial,0,tutorial
performative,0,unboxing
organic,0,vlog
performative,0,review
performative,0,parody
performative,0,unboxing
performative,0,review
performative,0,unboxing
tutorial,0,tutorial
performative,0,toy_play
tutorial,0,tutorial
ambiguous,0,other
tutorial,0,tutorial
performative,0,toy_play
performative,0,unboxing
performative,0,unboxing
organic,0,roleplay
performative,0,roleplay
organic,0,roleplay
performative,0,toy_play
organic,0,vlog
performative,0,unboxing
performative,0,toy_play
performative,0,unboxing
organic,0,vlog
performative,0,parody
organic,0,roleplay
performative,0,unboxing
performative,0,unboxing
performative,0,parody
tutorial,0,tutorial
performative,0,toy_play
performative,0,roleplay
performative,0,other
performative,0,parody
performative,0,parody
performative,0,parody
performative,0,unboxing
performative,0,comparison
performative,0,toy_play
tutorial,0,tutorial
performative,0,unboxing
tutorial,0,tutorial
tutorial,0,tutorial
performative,0,playset
tutorial,0,tutorial
performative,0,playset
performative,0,storytime
tutorial,0,tutorial
performative,0,parody
performative,0,other
performative,0,parody
performative,0,toy_play
performative,0,parody
performative,0,music_dance
performative,0,parody
performative,0,comparison
tutorial,0,tutorial
performative,0,roleplay
tutorial,0,tutorial
tutorial,0,tutorial
performative,0,toy_play
performative,0,playset
performative,0,unboxing
performative,0,tutorial
performative,0,tutorial
organic,0,toy_play
performative,0,parody
performative,0,toy_play
organic,0,toy_play
performative,0,tutorial
performative,0,toy_play
performative,0,toy_play
performative,0,parody
organic,0,toy_play
performative,0,toy_play
performative,0,tutorial
organic,0,toy_play
performative,0,unboxing
performative,0,tutorial
performative,0,toy_play
organic,0,toy_play
performative,0,unboxing
performative,0,toy_play
organic,0,toy_play
organic,0,toy_play
performative,0,toy_play
performative,0,tutorial
performative,0,unboxing
organic,0,toy_play
performative,0,parody
performative,0,unboxing
organic,0,toy_play
performative,0,parody
